rxn	name	ec	chem_class	dg_eq	dg_dgp	dgp_uncertainty	eq_uncertainty	absdiff
rxn40580		4.2.1.134	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn50972	39375		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn50975	39387		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn50978	39399		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn50966	39351		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn03874	R05595	4.2.1.119;4.2.1.17;4.2.1.55	Addition / elimination	1.5100	0.0300	13.9300	0.5627	1.4800
rxn25651	3-hydroxystearoyl-dehydratase	4.2.1.-;4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn51015	39579		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn37291	AtECH2	4.2.1.-;4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn37286	AtECH2	4.2.1.-;4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn37287	AtECH2	4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn37285	AtECH2	4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn27538	Crotonase	4.2.1.119;4.2.1.17;4.2.1.55	Addition / elimination	-1.5100	-0.0300	13.9300	0.5627	1.4800
rxn44384			Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn43625			Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn43898			Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn22100	3-hydroxy-cerotoyl-CoA dehydratase	4.2.1.-;4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn22103	3-hydroxy-lignoceroyl-CoA dehydratase	4.2.1.-;4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn22104	3-hydroxy-cerotoyl-CoA dehydratase	4.2.1.-;4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn23565	3-hydroxy-arachidoyl-CoA dehydratase	4.2.1.-;4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn23566	3-hydroxy-arachidoyl-CoA dehydratase	4.2.1.-;4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn42920			Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn50952	39235		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn47260			Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn51001	39523		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn51010	39559		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn51007	39547		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn50984	39423		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn50992	39487		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn44687	3-hydroxy-lesqueroloyl-CoA dehydratase		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn01133	Acetyl-CoA:maltose O-acetyltransferase	2.3.1.79	Redox: heteroatom (S)	-0.8500	0.6300	10.5100	0.8837	1.4800
rxn50969	39363		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn50958	39271		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn00577	sucrose:phosphate alpha-D-glucosyltransferase	2.4.1.7	Other / unclassified	0.6700	-0.8100	0.8900	0.6044	1.4800
rxn48270			Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn45044			Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn45872			Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn43616			Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn42868			Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn24266	RXN-7242.c		Other / unclassified	0.3000	-1.1800	11.9100	0.3323	1.4800
rxn32636	AtECH2	4.2.1.119;4.2.1.17;4.2.1.55	Addition / elimination	-1.5100	-0.0300	13.9300	0.5627	1.4800
rxn22099	3-hydroxy-lignoceroyl-CoA dehydratase	4.2.1.-;4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn50946	39159		Other / unclassified	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn48634	10636		Redox: carbon, hydride transfer	4.9100	3.4300	1.0800	0.2474	1.4800
rxn28227	RXN-13444.c	4.2.1.-	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn24391	3-hydroxystearoyl-dehydratase	4.2.1.-;4.2.1.119	Addition / elimination	-0.1000	-1.5800	12.5800	0.3568	1.4800
rxn32779	3'-phosphoadenylyl-sulfate sulfohydrolase;	3.6.1.9;3.6.2.2	Hydrolysis	-21.1600	-19.6800	0.9400	1.3853	1.4800
rxn00359	3'-phosphoadenylyl-sulfate sulfohydrolase	3.6.1.9;3.6.2.2	Hydrolysis	-21.1600	-19.6800	0.9400	1.3853	1.4800
rxn00318	N6-acetyl-L-lysine amidohydrolase	3.5.1.17	Hydrolysis	-1.5200	-3.0100	12.7000	0.5336	1.4900
rxn01446	Deoxyguanosine:orthophosphate ribosyltransferase	2.4.2.1;2.4.2.4	Group transfer: glycosyl	4.2700	2.7800	1.1100	0.9190	1.4900
rxn46223		1.1.1.380	Redox: carbon, hydride transfer	4.4600	5.9500	2.9800	0.2357	1.4900
rxn16337	L-saccharopine:oxygen oxidoreductase (L-glutamate forming)	1.5.3.18	Redox: O2 as terminal acceptor	-22.8000	-21.3100	1.7900	1.2442	1.4900
rxn41939			Other / unclassified	-5.4300	-3.9300	1.2300	0.5250	1.5000
rxn33318	Transaldolase	2.2.1.2	Other / unclassified	0.8300	-0.6700	0.9600	0.4755	1.5000
rxn01333	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase	2.2.1.2	Other / unclassified	0.8300	-0.6700	0.9600	0.4755	1.5000
rxn33316	Transaldolase	2.2.1.2	Other / unclassified	0.8300	-0.6700	0.9600	0.4755	1.5000
rxn15751	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase	2.2.1.2	Other / unclassified	0.8300	-0.6700	0.9600	0.4755	1.5000
rxn02403	L-erythro-3,5-diaminohexanoate:NAD+ oxidoreductase (deaminating)	1.4.1.11	Redox: carbon, hydride transfer	5.7500	4.2500	0.9300	0.2643	1.5000
rxn23753	RXN-1883.c		Group transfer: phosphoryl	-10.5000	-8.9900	14.3000	1.2038	1.5100
rxn15080	sn-Glycerol-3-phosphate:D-glucose 6-phosphotransferase	2.7.1.142	Other / unclassified	0.3600	-1.1500	1.0000	0.6635	1.5100
rxn19714	formaldehyde transketolase	2.2.1.3	Other / unclassified	-4.2900	-5.8200	1.0300	0.6654	1.5300
rxn01048	D-Xylulose-5-phosphate:formaldehyde glycolaldehydetransferase	2.2.1.3	Other / unclassified	-4.2900	-5.8200	1.0300	0.6654	1.5300
rxn35680	3-hydroxyacyl-CoA epimerase	5.1.2.3	Isomerisation / rearrangement	2.2900	0.7500	13.9300	0.4426	1.5400
rxn41806		2.8.3.1	Other / unclassified	-1.3600	-2.9100	12.5700	0.6100	1.5500
rxn30042	5'-nucleotidase (dIMP)	3.1.3.5	Hydrolysis	-4.1500	-2.6000	0.8700	0.5762	1.5500
rxn09010	5'-nucleotidase (dIMP) (periplasm)	3.1.3.5	Hydrolysis	-4.1500	-2.6000	0.8700	0.5762	1.5500
rxn44855			Other / unclassified	-4.3600	-5.9200	12.0500	0.3323	1.5600
rxn53863	55288		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn22160	RXN-11809.c		Redox: heteroatom (S)	-0.9300	0.6300	10.5100	0.5117	1.5600
rxn49963	30551		Redox: heteroatom (S)	-0.9300	0.6300	10.5100	0.5117	1.5600
rxn51860	44128		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn25516	1-dodecanol-O-arachinoyltransferase	2.3.1.75	Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn51861	44136		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn50785	38247		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn22159	beta-L-rhamnosyl-(1,6)-beta-D-glucosyl-(1,6)-alpha-D-glucosyl-(1,2)-beta-D-glucoronate-(1,2)-alpha-D-mannosyl-(1,3)-beta-D-glucosyl-(1,4)-alpha-D-glucosyl-diphosphoundecaprenol mannosyl:acertyl transferase		Redox: heteroatom (S)	-0.9300	0.6300	10.5100	0.5117	1.5600
rxn50779	38223		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn37799	1-dodecanol-O-arachinoyltransferase	2.3.1.75	Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn47782			Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn19482	DIGLUCOACETYL-DOCOSANOATE-ACETYL-RXN.c	2.3.1.-	Redox: heteroatom (S)	-0.9300	0.6300	10.5100	0.5117	1.5600
rxn19481	DIGLUCO-DOCOSANOATE-ACETYLATION-RXN.c	2.3.1.-	Redox: heteroatom (S)	-0.9300	0.6300	10.5100	0.5117	1.5600
rxn50784	38243		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn50782	38235		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn50783	38239		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn55884	65528		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn55873	65484		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn22151	beta-D-mannose-(1,4)-beta-D-glucoronate-(1,2)-alpha-N-acetyl-D-mannosyl-(1,3)-beta-D-glucosyl-(1,4)-alpha-D-glucosyl-diphosphoundecaprenol mannosyl acetylase		Redox: heteroatom (S)	-0.9300	0.6300	10.5100	0.5117	1.5600
rxn50786	38251		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn50781	38231		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn50780	38227		Redox: heteroatom (S)	-2.4400	-4.0000	12.5000	0.5246	1.5600
rxn03035	D-myo-Inositol-3,4-bisphosphate 4-phosphohydrolase	3.1.3.66	Hydrolysis	-4.3600	-5.9300	12.0500	0.3323	1.5700
rxn35254	D-myo-Inositol-3,4-bisphosphate 4-phosphohydrolase, nucleus	3.1.3.66	Hydrolysis	-4.3600	-5.9300	12.0500	0.3323	1.5700
rxn02458	D-myo-Inositol 1,3,4,5-tetrakisphosphate 5-phosphohydrolase	3.1.3.56	Hydrolysis	-1.2500	-2.8200	12.0500	0.3323	1.5700
rxn35258	D-myo-Inositol 1,3,4,5-tetrakisphosphate 5-phosphohydrolase, nucleus	3.1.3.56	Hydrolysis	-1.2500	-2.8200	12.0500	0.3323	1.5700
rxn30899	RXN-7301		Other / unclassified	0.3000	-1.2700	12.0500	0.3323	1.5700
rxn32121	RXN-7301		Other / unclassified	0.3000	-1.2700	12.0500	0.3323	1.5700
rxn24279	RXN-7301.c		Other / unclassified	0.3000	-1.2700	12.0500	0.3323	1.5700
rxn01990	5-Dehydro-4-deoxy-D-glucarate tartronate-semialdehyde-lyase	4.1.2.20	C-C bond: aldol / Claisen	6.0300	4.4600	10.8900	0.6716	1.5700
rxn25818	RXN-9757.c		Redox: O2 as terminal acceptor	-21.9500	-20.3800	14.2200	1.0942	1.5700
rxn40362	(S)-malyl-CoA hydrolase	3.1.2.30	Redox: heteroatom (S)	-4.7000	-6.2800	1.1600	0.8594	1.5800
rxn56954	70591		Redox: heteroatom (S)	-1.7800	-0.2000	12.3600	0.5173	1.5800
rxn02207	1-O-(4-Hydroxy-3,5-dimethoxycinnamoyl)-beta-D-glucose:choline 1-O-(4-Hydroxy-3,5-dimethoxycinnamoyl)transferase	2.3.1.91	Other / unclassified	3.7100	5.2900	14.1400	0.4813	1.5800
rxn47700			Oxygenation: O2 incorporated	-96.8100	-95.2200	7.6000	1.2254	1.5900
rxn40441	propane,NADH:oxygen oxidoreductase	1.14.13.227	Oxygenation: O2 incorporated	-98.9500	-97.3600	7.6000	1.1209	1.5900
rxn03856	Galactitol-1-phosphate:NAD oxidoreductase	1.1.1.-;1.1.1.251	Redox: carbon, hydride transfer	3.8500	5.4600	13.8900	0.2861	1.6100
rxn11345	RXN-7704.c		C-C bond: carboxylation / decarboxylation	-2.6200	-4.2400	13.7500	0.7369	1.6200
rxn42943			Group transfer: phosphoryl	-8.7600	-7.1200	0.8800		1.6400
rxn01800	Deoxycytidine aminohydrolase	3.5.4.14;3.5.4.5	Hydrolysis	-5.2000	-3.5600	0.9300	0.4730	1.6400
rxn30007	deoxycytidine deaminase	3.5.4.14;3.5.4.5	Hydrolysis	-5.2000	-3.5600	0.9300	0.4730	1.6400
rxn44372			Oxygenation: O2 incorporated	-96.8600	-95.2200	11.2000	1.0607	1.6400
rxn07429	L-lysine:oxygen 6-oxidoreductase (deaminating)	1.4.3.20	Redox: O2 as terminal acceptor	-22.8400	-21.2000	1.5700	1.1411	1.6400
rxn15037	6-Acetyl-D-glucose acetylhydrolase	3.1.1.33	Hydrolysis	-6.7400	-8.3800	10.5400	0.5190	1.6400
rxn11205	Aminotransferase		Other / unclassified	-9.4700	-11.1200	1.5000	1.3040	1.6500
rxn19871	phosphoglycolate hydrolase	3.1.3.18	Hydrolysis	-7.5500	-5.9000	9.7800	0.4930	1.6500
rxn00980	2-Phosphoglycolate phosphohydrolase	3.1.3.18	Hydrolysis	-7.5500	-5.9000	9.7800	0.4930	1.6500
rxn35247	Phosphoglycolate phosphatase, glyoxysomal	3.1.3.18	Hydrolysis	-7.5500	-5.9000	9.7800	0.4930	1.6500
rxn34260	Phosphoglycolate phosphatase	3.1.3.18	Hydrolysis	-7.5500	-5.9000	9.7800	0.4930	1.6500
rxn30689	GPH-RXN	3.1.3.18	Hydrolysis	-7.5500	-5.9000	9.7800	0.4930	1.6500
rxn04056	2-dehydro-D-gluconate:NADP+ 2-oxidoreductase	1.1.1.274	Redox: carbon, hydride transfer	6.4900	4.8400	3.4800	0.8683	1.6500
rxn57938			C-C bond: carboxylation / decarboxylation	-15.0700	-13.4200	1.9600	1.4350	1.6500
rxn47252			Other / unclassified	-3.8000	-2.1400	13.7000	0.5882	1.6600
rxn00315	L-Lysine:pyruvate aminotransferase	2.6.1.71	Other / unclassified	0.0500	1.7100	0.9800	0.5806	1.6600
rxn48536	(R)-2-hydroxybutanoate dehydrogenase (NADP+)		Redox: carbon, hydride transfer	3.6800	5.3500	10.8100	0.8397	1.6700
rxn33728	-	3.1.2.2	Redox: heteroatom (S)	-6.5700	-8.2400	0.8800	0.4790	1.6700
rxn11718	R08183	3.1.2.2	Redox: heteroatom (S)	-6.5700	-8.2400	0.8800	0.4790	1.6700
rxn55864	65444		Redox: heteroatom (S)	-2.3300	-4.0000	12.5000	0.5246	1.6700
rxn01079	L-Gulonate:NADP+ 6-oxidoreductase	1.1.1.19	Redox: carbon, hydride transfer	3.7900	5.4600	11.2800	0.4397	1.6700
rxn32560	Glucuronate reductase	1.1.1.19	Redox: carbon, hydride transfer	3.7900	5.4600	11.2800	0.4397	1.6700
rxn46927		3.5.4.46	Hydrolysis	-7.4100	-5.7400	0.8900	0.9682	1.6700
rxn01859	Deoxyadenosine:orthophosphate ribosyltransferase	2.4.2.1	Group transfer: glycosyl	2.6700	0.9900	1.0600	0.6434	1.6800
rxn01160	Methylamine:L-glutamate N-methyltransferase	2.1.1.21	Other / unclassified	-1.1100	0.5700	14.0400	1.2965	1.6800
rxn01545	Xanthosine ribohydrolase	3.2.2.1;3.2.2.8	Group transfer: glycosyl	-0.7800	0.9100	1.2700	0.8159	1.6900
rxn02737	UDPglucosamine 4-epimerase	5.1.3.16	Isomerisation / rearrangement	0.0000	1.6900	12.3700	0.0000	1.6900
rxn32246	RXN0-363	3.2.2.1;3.2.2.8	Group transfer: glycosyl	-0.7800	0.9100	1.2700	0.8159	1.6900
rxn48957	15137		Redox: carbon, hydride transfer	4.4600	2.7700	8.2900	0.2357	1.6900
rxn03137	10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase	2.1.2.3	Other / unclassified	2.4900	0.8000	1.2200	0.8961	1.6900
rxn27692	AICARTRANSFORM-RXN.d	2.1.2.3	Other / unclassified	2.4900	0.8000	1.2200	0.8961	1.6900
rxn00582	Sucrose glucosylmutase	5.4.99.11	Isomerisation / rearrangement	-4.7000	-3.0100	0.9500	0.6587	1.6900
rxn15539	methylmalonyl-CoA carboxy-lyase	4.1.1.41;4.1.1.9;4.1.1.M5	C-C bond: carboxylation / decarboxylation	-4.6800	-6.3700	5.8100	1.2425	1.6900
rxn38015	ACYL-COA-OXIDASE-RXN.n.maizeexp.BUTYRYL-COA_CROTONYL-COA	1.3.3.6	Redox: O2 as terminal acceptor	-18.8200	-17.1200	1.9000	1.1682	1.7000
rxn31221	acyl-CoA oxidase	1.3.3.6	Redox: O2 as terminal acceptor	-18.8200	-17.1200	1.9000	1.1682	1.7000
rxn00942	N-ribosylnicotinamide ribohydrolase	3.2.2.1	Group transfer: glycosyl	-7.0200	-5.3200	1.2700	0.8159	1.7000
rxn35683	acyl-CoA oxidase	1.3.3.6	Redox: O2 as terminal acceptor	-18.8200	-17.1200	1.9000	1.1682	1.7000
rxn01151	3-deoxy-D-manno-octulosonate D-arabinose-lyase (pyruvate-forming)	4.1.2.23	C-C bond: aldol / Claisen	5.3100	3.6100	11.2900	0.5316	1.7000
rxn33739	3-deoxy-D-manno-octulosonate D-arabinose-lyase (pyruvate-forming)	4.1.2.23	C-C bond: aldol / Claisen	5.3100	3.6100	11.2900	0.5316	1.7000
rxn52479	47632		Redox: carbon, hydride transfer	11.5400	9.8300	1.0600	1.2460	1.7100
rxn19124	fatty aldehyde dehydrogenase	1.2.1.3	Redox: carbon, hydride transfer	-9.6000	-7.8900	1.3700	0.4382	1.7100
rxn30189	Purine nucleoside phosphorylase	2.4.2.1;2.4.2.15	Group transfer: glycosyl	2.8100	1.1000	0.9700	0.4955	1.7100
rxn27412	UDP-glucose epimerase	5.1.3.2	Isomerisation / rearrangement	-0.0000	1.7100	0.9600	0.0000	1.7100
rxn38828	UDPGLUCEPIM-RXN.r	5.1.3.2	Isomerisation / rearrangement	-0.0000	1.7100	0.9600	0.0000	1.7100
rxn12234	octanal dehydrogenase	1.2.1.3	Redox: carbon, hydride transfer	-9.6000	-7.8900	1.3700	0.4382	1.7100
rxn01548	guanosine:phosphate alpha-D-ribosyltransferase	2.4.2.1;2.4.2.15	Group transfer: glycosyl	2.8100	1.1000	0.9700	0.4955	1.7100
rxn38826	UDPGLUCEPIM-RXN.n	5.1.3.2	Isomerisation / rearrangement	-0.0000	1.7100	0.9600	0.0000	1.7100
rxn38825	UDPGLUCEPIM-RXN.d	5.1.3.2	Isomerisation / rearrangement	-0.0000	1.7100	0.9600	0.0000	1.7100
rxn33437	RXN-7703	3.1.3.-	Redox: carbon, hydride transfer	-4.1100	-2.4000	1.2300	0.7096	1.7100
rxn30922	RXN-7703	3.1.3.-	Redox: carbon, hydride transfer	-4.1100	-2.4000	1.2300	0.7096	1.7100
rxn24404	RXN-7703.c	3.1.3.-	Redox: carbon, hydride transfer	-4.1100	-2.4000	1.2300	0.7096	1.7100
rxn38818	TRYPTOPHAN-AMINOTRANSFERASE-RXN.e	2.6.1.27	Group transfer: amino / amido	-9.3700	-11.0800	1.5600	1.2062	1.7100
rxn00483	L-Tryptophan:2-oxoglutarate aminotransferase	2.6.1.27	Group transfer: amino / amido	-9.3700	-11.0800	1.5600	1.2062	1.7100
rxn16386	D-arabitol-phosphate:NAD+ oxidoreductase	1.1.1.301	Redox: carbon, hydride transfer	4.8600	6.5800	4.3300	0.4597	1.7200
rxn00131	AMP phosphoribohydrolase	3.2.2.4	Group transfer: glycosyl	-4.2700	-2.5500	0.9400	0.3578	1.7200
rxn25163	RXN-8800.c		Group transfer: phosphoryl	-0.4700	-2.1900	0.9100	0.6298	1.7200
rxn56024	66116		Other / unclassified	-0.0200	1.7000	10.1000	1.0447	1.7200
rxn01491	D-Fructose 1,6-bisphosphate phosphohydrolase	3.1.3.68	Hydrolysis	-2.8300	-1.1100	0.8700	0.3131	1.7200
rxn00672	(S)-methylmalonyl-CoA carboxy-lyase (propanoyl-CoA-forming)	4.1.1.41;4.1.1.94;7.2.4.3	C-C bond: carboxylation / decarboxylation	-4.6400	-6.3600	5.8600	1.4205	1.7200
rxn54644	59324		Redox: O2 as terminal acceptor	-35.3000	-33.5700	13.2700	1.0822	1.7300
rxn40364	acetyl-CoA:oxalate CoA-transferase	2.8.3.19	Other / unclassified	-4.6700	-2.9400	1.3700	0.8702	1.7300
rxn38997	UDP-sugar diphosphatase	3.6.1.45	Group transfer: phosphoryl	-6.4600	-8.2000	1.0200	0.8038	1.7400
rxn56077	66376		Other / unclassified	-4.7600	-3.0200	0.8800	0.4832	1.7400
rxn01778	D-Ornithine:oxygen oxidoreductase (deaminating)	1.4.3.3	Redox: O2 as terminal acceptor	-23.7300	-21.9900	1.7400	1.1696	1.7400
rxn16700	cholest-4-en-3-one,NADH:oxygen oxidoreductase (26-hydroxylating)	1.14.13.141	Oxygenation: O2 incorporated	-93.8500	-95.5900	14.2200	0.7398	1.7400
rxn23117	cholesterol C26-monooxygenase	1.14.13.-	Oxygenation: O2 incorporated	-93.8500	-95.5900	14.2200	0.7398	1.7400
rxn53820	55072		C-C bond: carboxylation / decarboxylation	-1.8800	-3.6300	9.4300	1.0972	1.7500
rxn02318	D-Galactose 6-phosphate ketol-isomerase	5.3.1.26	Isomerisation / rearrangement	-0.3600	1.4000	13.2800	0.6067	1.7600
rxn42840			Other / unclassified	-1.2700	-3.0300	0.8800	0.3481	1.7600
rxn42079		1.14.18.3	Oxygenation: O2 incorporated	-97.4200	-99.1800	5.7300	1.0760	1.7600
rxn51301	41035		Redox: heteroatom (S)	-1.7800	-3.5500	14.1500	0.5173	1.7700
rxn50766	38163		Redox: heteroatom (S)	-1.7800	-3.5500	14.1500	0.5173	1.7700
rxn59705			Other / unclassified	-3.2300	-1.4600	1.0000	1.2178	1.7700
rxn33415	4-acetamidobutanoate amidohydrolase	3.5.1.63	Hydrolysis	-4.4000	-2.6300	12.7000	0.5468	1.7700
rxn33417	4-acetamidobutanoate amidohydrolase	3.5.1.63	Hydrolysis	-4.4000	-2.6300	12.7000	0.5468	1.7700
rxn01460	4-acetamidobutanoate amidohydrolase	3.5.1.63	Hydrolysis	4.4000	2.6300	12.7000	0.5468	1.7700
rxn21136	homotaurine:2-oxoglutarate aminotransferase	2.6.1.-	Group transfer: amino / amido	0.2100	1.9900	14.1700	0.4745	1.7800
rxn60112			Redox: carbon, hydride transfer	3.3300	1.5500	1.8000	0.5993	1.7800
rxn55819	65240		Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn53818	55064		Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn51117	40135		Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn08447	fatty-acid-CoA thioesterase (octanoate)		Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn08444	Stearoyl-CoA hydrolase	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn08446	fatty-acid-CoA thioesterase (hexanoate)		Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn21016	RXN-10662.c	3.1.2.-	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11714	R08179	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11722	R08187	3.1.2.-	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn27310	peroxisomal acyl-CoA thioesterase		Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11721	R08186	3.1.2.-	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11720	R08185	3.1.2.-	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11717	R08182	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11719	R08184	3.1.2.-	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn37800	RXN-9666.r	3.1.2.-;3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11724	R08189	3.1.2.-	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11715	R08180	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11713	R08178	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11710	Icosanoyl-CoA hydrolase	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11711	Oleoyl-CoA hydrolase	3.1.2.-;3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn25710	myristoyl-CoA hydrolase	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn25713	arachidoyl-CoA hydrolase	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn25712	decanoyl-CoA hydrolase	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn25711	lauroyl-CoA hydrolase	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn33702	Oleoyl-CoA hydrolase	3.1.2.-;3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn05048	deoxycholoyl-CoA hydrolase	3.1.2.26	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn05049	choloyl-CoA hydrolase	3.1.2.27	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn08441	myristoyl-CoA hydrolase	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn08439	decanoyl-CoA hydrolase	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn08440	lauroyl-CoA hydrolase	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn37727	eicosapentaenoyl-CoA hydrolase	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
rxn11716	R08181	3.1.2.2	Redox: heteroatom (S)	-6.4600	-8.2400	0.8800	0.3449	1.7800
