rxn	name	status	is_transport	is_obsolete	stored_reversibility	equation	definition	ec	ec_class	n_ec	dg_gc	dg_eq	dg_dgp	n_sources	n_kegg_alias	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	n_kegg_with_dg	n_kegg_no_dg	kegg_spread_kcal	n_sub	n_prod	n_participants	sum_abs_coeff	max_abs_coeff	n_elements	elements	has_S	has_P	has_N	has_halogen	has_metal	has_Se	n_generic_formula	n_missing_formula	n_missing_smiles	all_have_smiles	max_carbon	max_mass	max_heavy_atoms	total_rings	total_arom_rings	cofactors	n_cofactors	cof_acp	cof_adp	cof_amp	cof_atp	cof_co2	cof_coa	cof_cytc_ox	cof_cytc_red	cof_fad	cof_fadh2	cof_fdx_ox	cof_fdx_red	cof_fmn	cof_fmnh2	cof_gln	cof_glu	cof_gsh	cof_gssg	cof_h	cof_h2o	cof_h2o2	cof_menaquinol8	cof_menaquinone8	cof_mthf	cof_nad	cof_nadh	cof_nadp	cof_nadph	cof_nh3	cof_o2	cof_pi	cof_ppi	cof_pydx5p	cof_sah	cof_sam	cof_thf	cof_ubiquinol8	cof_ubiquinone8	g_acetal	d_acetal	g_aldehyde	d_aldehyde	g_alkene	d_alkene	g_alkyne	d_alkyne	g_amide	d_amide	g_aromatic_c	d_aromatic_c	g_aromatic_n	d_aromatic_n	g_carboxylate	d_carboxylate	g_disulfide	d_disulfide	g_epoxide	d_epoxide	g_ester	d_ester	g_ether	d_ether	g_guanidine	d_guanidine	g_halide	d_halide	g_hydroxyl	d_hydroxyl	g_imine	d_imine	g_ketone	d_ketone	g_nitrile	d_nitrile	g_nitro	d_nitro	g_phosphate	d_phosphate	g_phosphoanhydride	d_phosphoanhydride	g_primary_amine	d_primary_amine	g_quaternary_n	d_quaternary_n	g_sulfate_ester	d_sulfate_ester	g_sulfonate	d_sulfonate	g_thioester	d_thioester	g_thiol	d_thiol	n_groups_changed	diff_gc_eq	diff_gc_dgp	diff_eq_dgp	dg_range3	dg_mean3	max_abs_pairdiff	eq_worst_tier	eq_all_tier1	eq_stereo_blind	eq_mnx_collision	net_proton	d_charge_sq	eq_uncertainty	eq_sentinel	dgp_uncertainty	diff	absdiff	chem_class	chem_subclass
rxn38276	PYRUVATEDECARB-RXN.e	OK	0	1	>	(1) cpd00020[0] + (1) cpd00067[0] + (1) cpd00213[0] => (1) cpd00011[0] + (1) cpd00836[0]	(1) Pyruvate[0] + (1) H+[0] + (1) Lipoamide[0] => (1) CO2[0] + (1) S-Acetyldihydrolipoamide[0]	1.2.4.1	1	1	-9.6800	-7.0200	-9.0400	3	1		R01699	1	0	0	0		3	2	5	5.0000	1.0000	5	C;H;N;O;S	1	0	1	0	0	0	0	0	0	1	10	249.0000	15	1	0	co2;h	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	5	-2.6600	-0.6400	2.0200	2.6600	-8.5800	2.6600	1	1	0	0	-1.0000	-2.0000	0.7792	0	22.7500	2.0200	2.0200	Redox: heteroatom (S)	thiol / disulfide
rxn38277	Acrylamidase	OK	0	1	>	(1) cpd00001[0] + (1) cpd01150[0] => (1) cpd00013[0] + (1) cpd00400[0]	(1) H2O[0] + (1) Acrylamide[0] => (1) NH3[0] + (1) Acrylate[0]	3.5.1.4	3	1	-4.7200	-3.2500	-4.6900	3	1	R05551	R05551	1	11	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	3	71.0000	5	0	0	h2o;nh3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-1.4700	-0.0300	1.4400	1.4700	-4.2200	1.4700	1	1	0	0	0.0000	2.0000	0.5452	0	26.4500	1.4400	1.4400	Hydrolysis	amide / peptide
rxn38278	Acrylamidase	OK	0	1	>	(1) cpd00001[0] + (1) cpd01150[0] => (1) cpd00013[0] + (1) cpd00400[0]	(1) H2O[0] + (1) Acrylamide[0] => (1) NH3[0] + (1) Acrylate[0]	3.5.1.4	3	1	-4.7200	-3.2500	-4.6900	3	1	R05551	R05551	1	11	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	3	71.0000	5	0	0	h2o;nh3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-1.4700	-0.0300	1.4400	1.4700	-4.2200	1.4700	1	1	0	0	0.0000	2.0000	0.5452	0	26.4500	1.4400	1.4400	Hydrolysis	amide / peptide
rxn38279	Nicotinamidase	OK	0	1	=	(1) cpd00001[0] + (1) cpd00133[0] <=> (1) cpd00013[0] + (1) cpd00218[0]	(1) H2O[0] + (1) Nicotinamide[0] <=> (1) NH3[0] + (1) Niacin[0]	3.5.1.19;3.5.1.4	3	2	-4.7200	-1.3200	-14.4200	3	1	R01268	R01268	1	13	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	6	122.0000	9	2	2	h2o;nh3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	10.0000	0.0000	2.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-3.4000	9.7000	13.1000	13.1000	-6.8200	13.1000	1	1	0	0	0.0000	2.0000	0.7772	0	23.7100	13.1000	13.1000	Hydrolysis	amide / peptide
rxn38280	Nicotinamidase	OK	0	1	=	(1) cpd00001[0] + (1) cpd00133[0] <=> (1) cpd00013[0] + (1) cpd00218[0]	(1) H2O[0] + (1) Nicotinamide[0] <=> (1) NH3[0] + (1) Niacin[0]	3.5.1.19;3.5.1.4	3	2	-4.7200	-1.3200	-14.4200	3	1	R01268	R01268	1	13	1	0	0.0000	2	2	4	4.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	6	122.0000	9	2	2	h2o;nh3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	10.0000	0.0000	2.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	-3.4000	9.7000	13.1000	13.1000	-6.8200	13.1000	1	1	0	0	0.0000	2.0000	0.7772	0	23.7100	13.1000	13.1000	Hydrolysis	amide / peptide
rxn38281	R542-RXN.e	OK	0	1	=	(1) cpd00003[0] + (1) cpd02180[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd01943[0]	(1) NAD[0] + (1) (+)-exo-5-Hydroxycamphor[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2,5-Diketocamphane[0]	1.1.1.-;1.1.1.1;1.1.1.327	1	3	2.3000	-0.2600	12.9200	3	1	R10021	R10021	1	6	1	0	0.0000	2	3	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	14	5	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	-1.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	2.5600	-10.6200	-13.1800	13.1800	4.9867	13.1800	1	1	0	0	1.0000	4.0000	0.3753	0	32.5100	-13.1800	13.1800	Redox: carbon, hydride transfer	NAD(P)-linked
rxn38282	R542-RXN.m	OK	0	1	=	(1) cpd00003[0] + (1) cpd02180[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd01943[0]	(1) NAD[0] + (1) (+)-exo-5-Hydroxycamphor[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2,5-Diketocamphane[0]	1.1.1.-;1.1.1.1;1.1.1.327	1	3	2.3000	-0.2600	12.9200	3	1	R10021	R10021	1	6	1	0	0.0000	2	3	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	14	5	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	-1.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	2.5600	-10.6200	-13.1800	13.1800	4.9867	13.1800	1	1	0	0	1.0000	4.0000	0.3753	0	32.5100	-13.1800	13.1800	Redox: carbon, hydride transfer	NAD(P)-linked
rxn38283	R542-RXN.n	OK	0	1	=	(1) cpd00003[0] + (1) cpd02180[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd01943[0]	(1) NAD[0] + (1) (+)-exo-5-Hydroxycamphor[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2,5-Diketocamphane[0]	1.1.1.-;1.1.1.1;1.1.1.327	1	3	2.3000	-0.2600	12.9200	3	1	R10021	R10021	1	6	1	0	0.0000	2	3	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	14	5	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	0.0000	15.0000	-5.0000	9.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	-1.0000	0.0000	0.0000	3.0000	1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	2.5600	-10.6200	-13.1800	13.1800	4.9867	13.1800	1	1	0	0	1.0000	4.0000	0.3753	0	32.5100	-13.1800	13.1800	Redox: carbon, hydride transfer	NAD(P)-linked
rxn38284	RIB5PISOM-RXN.n	OK	0	1	=	(1) cpd00101[0] <=> (1) cpd00171[0]	(1) ribose-5-phosphate[0] <=> (1) D-Ribulose5-phosphate[0]	5.3.1.6	5	1	0.6200	0.5000	0.7100	3	1	R01056	R01056	1	12	1	0	0.0000	1	1	2	2.0000	1.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	5	229.0000	14	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	0.1200	-0.0900	-0.2100	0.2100	0.6100	0.2100	1	1	0	0	0.0000	0.0000	0.1828	0	0.8800	-0.2100	0.2100	Isomerisation / rearrangement	intramolecular oxidoreductase
rxn38286	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN.n	OK	0	1	=	(1) cpd00001[0] + (1) cpd00011[0] + (1) cpd00871[0] <=> (2) cpd00067[0] + (2) cpd00169[0]	(1) H2O[0] + (1) CO2[0] + (1) D-Ribulose 1,5-bisphosphate[0] <=> (2) H+[0] + (2) 3-Phosphoglycerate[0]	4.1.1.39	4	1	-7.9100	-6.3100	-9.1000	3	1	R00024	R00024	1	41	1	0	0.0000	3	2	5	7.0000	2.0000	4	C;H;O;P	0	1	0	0	0	0	0	0	0	1	5	308.0000	18	0	0	co2;h;h2o	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	-1.6000	1.1900	2.7900	2.7900	-7.7733	2.7900	1	1	0	0	2.0000	4.0000	0.9061	0	1.3000	2.7900	2.7900	C-C bond: carboxylation / decarboxylation	CO2 added or lost
rxn38305	RXN-10711.e	OK	0	1	=	(1) cpd00001[0] + (1) cpd22713[0] <=> (1) cpd00067[0] + (1) cpd00116[0] + (1) cpd00703[0]	(1) H2O[0] + (1) IAA methyl ester[0] <=> (1) H+[0] + (1) Methanol[0] + (1) Indoleacetate[0]	3.1.1.1	3	1	1.1100	-1.4500	-1.4500	3	0	R00024		0	41	1	0	0.0000	2	3	5	5.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	11	189.0000	14	4	4	h;h2o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.0000	0.0000	2.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	2.5600	2.5600	0.0000	2.5600	-0.5967	2.5600	1	1	0	0	1.0000	2.0000	0.8535	0	20.1100	0.0000	0.0000	Hydrolysis	ester
rxn38306	RXN-10711.v	OK	0	1	=	(1) cpd00001[0] + (1) cpd22713[0] <=> (1) cpd00067[0] + (1) cpd00116[0] + (1) cpd00703[0]	(1) H2O[0] + (1) IAA methyl ester[0] <=> (1) H+[0] + (1) Methanol[0] + (1) Indoleacetate[0]	3.1.1.1	3	1	1.1100	-1.4500	-1.4500	3	0	R00024		0	41	1	0	0.0000	2	3	5	5.0000	1.0000	4	C;H;N;O	0	0	1	0	0	0	0	0	0	1	11	189.0000	14	4	4	h;h2o	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.0000	0.0000	2.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	-1.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4	2.5600	2.5600	0.0000	2.5600	-0.5967	2.5600	1	1	0	0	1.0000	2.0000	0.8535	0	20.1100	0.0000	0.0000	Hydrolysis	ester
rxn38309	5-hydroxyindole acetaldehyde reductase	OK	0	1	=	(1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03345[0] <=> (1) cpd00003[0] + (1) cpd23049[0]	(1) NADH[0] + (1) H+[0] + (1) 5-Hydroxyindoleacetaldehyde[0] <=> (1) NAD[0] + (1) 1H-indole-3-ethanol, 5-hydroxy-[0]	1.1.1.1	1	1	-5.2200	-4.9400	3.0900	3	0	R00024		0	41	1	0	0.0000	3	2	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	14	9	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	-2.0000	0.0000	0.0000	2.0000	0.0000	31.0000	5.0000	11.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-0.2800	-8.3100	-8.0300	8.3100	-2.3567	8.3100	1	1	0	0	-1.0000	-4.0000	0.2416	0	21.3100	-8.0300	8.0300	Redox: carbon, hydride transfer	NAD(P)-linked
rxn38310	5-hydroxyindole acetaldehyde reductase	OK	0	1	=	(1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03345[0] <=> (1) cpd00003[0] + (1) cpd23049[0]	(1) NADH[0] + (1) H+[0] + (1) 5-Hydroxyindoleacetaldehyde[0] <=> (1) NAD[0] + (1) 1H-indole-3-ethanol, 5-hydroxy-[0]	1.1.1.1	1	1	-5.2200	-4.9400	3.0900	3	0	R00024		0	41	1	0	0.0000	3	2	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	14	9	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	-2.0000	0.0000	0.0000	2.0000	0.0000	31.0000	5.0000	11.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-0.2800	-8.3100	-8.0300	8.3100	-2.3567	8.3100	1	1	0	0	-1.0000	-4.0000	0.2416	0	21.3100	-8.0300	8.0300	Redox: carbon, hydride transfer	NAD(P)-linked
rxn38311	5-hydroxyindole acetaldehyde reductase	OK	0	1	=	(1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03345[0] <=> (1) cpd00003[0] + (1) cpd23049[0]	(1) NADH[0] + (1) H+[0] + (1) 5-Hydroxyindoleacetaldehyde[0] <=> (1) NAD[0] + (1) 1H-indole-3-ethanol, 5-hydroxy-[0]	1.1.1.1	1	1	-5.2200	-4.9400	3.0900	3	0	R00024		0	41	1	0	0.0000	3	2	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	14	9	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	-2.0000	0.0000	0.0000	2.0000	0.0000	31.0000	5.0000	11.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-0.2800	-8.3100	-8.0300	8.3100	-2.3567	8.3100	1	1	0	0	-1.0000	-4.0000	0.2416	0	21.3100	-8.0300	8.0300	Redox: carbon, hydride transfer	NAD(P)-linked
rxn38312	5-hydroxyindole acetaldehyde reductase	OK	0	1	=	(1) cpd00004[0] + (1) cpd00067[0] + (1) cpd03345[0] <=> (1) cpd00003[0] + (1) cpd23049[0]	(1) NADH[0] + (1) H+[0] + (1) 5-Hydroxyindoleacetaldehyde[0] <=> (1) NAD[0] + (1) 1H-indole-3-ethanol, 5-hydroxy-[0]	1.1.1.1	1	1	-5.2200	-4.9400	3.0900	3	0	R00024		0	41	1	0	0.0000	3	2	5	5.0000	1.0000	5	C;H;N;O;P	0	1	1	0	0	0	0	0	0	1	21	663.0000	44	14	9	h;nad;nadh	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	1.0000	-1.0000	2.0000	-2.0000	0.0000	0.0000	2.0000	0.0000	31.0000	5.0000	11.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	2.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5	-0.2800	-8.3100	-8.0300	8.3100	-2.3567	8.3100	1	1	0	0	-1.0000	-4.0000	0.2416	0	21.3100	-8.0300	8.0300	Redox: carbon, hydride transfer	NAD(P)-linked
rxn38313	phenylpyruvate dioxygenase	OK	0	1	>	(1) cpd00007[0] + (1) cpd00143[0] => (1) cpd00011[0] + (1) cpd03480[0]	(1) O2[0] + (1) Phenylpyruvate[0] => (1) CO2[0] + (1) 2-Hydroxyphenylacetate[0]	1.13.11.27	1	1	-109.7200	-117.5700	-92.7200	3	1	R01372	R01372	1	4	1	0	0.0000	2	2	4	4.0000	1.0000	3	C;H;O	0	0	0	0	0	0	0	0	0	1	9	163.0000	12	2	2	co2;o2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	0.0000	0.0000	1.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2	7.8500	-17.0000	-24.8500	24.8500	-106.6700	24.8500	1	1	0	0	0.0000	0.0000	1.1404	0	21.4900	-24.8500	24.8500	Oxygenation: O2 incorporated	dioxygenase (both O atoms)
