rxn	name	ec	dg_eq	dg_dgp	diff	absdiff	definition	cofactors	net_proton	d_charge_sq	n_participants	max_carbon	dgp_uncertainty	eq_uncertainty
rxn23837	RXN-3165.c	3.1.-.-	-6.220	-6.210	-0.010	0.010	(1) H2O[0] + (1) Indole-3-acetyl-beta-1-D-glucose[0] <=> (1) H+[0] + (1) beta-D-Glucose[0] + (1) Indoleacetate[0]	h;h2o	1.000	2.000	5	16	20.680	0.547
rxn15055	L-ornithine:2-oxoglutarate aminotransferase	2.6.1.13	-2.130	-2.120	-0.010	0.010	(1) 2-Oxoglutarate[0] + (1) Ornithine[0] => (1) H2O[0] + (1) L-Glutamate[0] + (1) H+[0] + (1) 1-Pyrroline-5-carboxylate[0]	glu;h;h2o	1.000	-2.000	6	5	1.220	0.701
rxn01620	L-Fuculose-1-phosphate lactaldehyde-lyase	4.1.2.17	4.720	4.710	0.010	0.010	(1) L-Fuculose1-phosphate[0] <=> (1) Glycerone-phosphate[0] + (1) L-Lactaldehyde[0]		0.000	0.000	3	6	1.220	0.701
rxn19740	(S)-malate hydro-lyase	4.2.1.2	0.820	0.810	0.010	0.010	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]	h2o	0.000	0.000	3	4	0.870	0.067
rxn30355	aspartate transaminase, peroxisomal	2.6.1.1	0.680	0.690	-0.010	0.010	(1) 2-Oxoglutarate[0] + (1) L-Aspartate[0] <=> (1) L-Glutamate[0] + (1) Oxaloacetate[0]	glu	0.000	0.000	4	5	0.880	0.130
rxn27719	glutamic-aspartic aminotransferase	2.6.1.1	0.680	0.690	-0.010	0.010	(1) 2-Oxoglutarate[0] + (1) L-Aspartate[0] <=> (1) L-Glutamate[0] + (1) Oxaloacetate[0]	glu	0.000	0.000	4	5	0.880	0.130
rxn27720	glutamic-aspartic aminotransferase	2.6.1.1	0.680	0.690	-0.010	0.010	(1) 2-Oxoglutarate[0] + (1) L-Aspartate[0] <=> (1) L-Glutamate[0] + (1) Oxaloacetate[0]	glu	0.000	0.000	4	5	0.880	0.130
rxn00260	L-Aspartate:2-oxoglutarate aminotransferase	2.6.1.1	0.680	0.690	-0.010	0.010	(1) 2-Oxoglutarate[0] + (1) L-Aspartate[0] <=> (1) L-Glutamate[0] + (1) Oxaloacetate[0]	glu	0.000	0.000	4	5	0.880	0.130
rxn33858	Fumarate Hydratase	4.2.1.2	0.820	0.810	0.010	0.010	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]	h2o	0.000	0.000	3	4	0.870	0.067
rxn33856	Fumarate Hydratase	4.2.1.2	0.820	0.810	0.010	0.010	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]	h2o	0.000	0.000	3	4	0.870	0.067
rxn33857	Fumarate Hydratase	4.2.1.2	0.820	0.810	0.010	0.010	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]	h2o	0.000	0.000	3	4	0.870	0.067
rxn00799	(S)-malate hydro-lyase (fumarate-forming)	4.2.1.2	0.820	0.810	0.010	0.010	(1) L-Malate[0] <=> (1) H2O[0] + (1) Fumarate[0]	h2o	0.000	0.000	3	4	0.870	0.067
rxn31753	GDP-mannose 3,5-epimerase	5.1.3.18	0.400	0.410	-0.010	0.010	(1) GDP-mannose[0] <=> (1) GDP-L-galactose[0]		0.000	0.000	2	16	1.220	0.701
rxn31751	GDP-mannose 3,5-epimerase	5.1.3.18	0.400	0.410	-0.010	0.010	(1) GDP-mannose[0] <=> (1) GDP-L-galactose[0]		0.000	0.000	2	16	1.220	0.701
rxn00643	GDP-mannose 3,5-epimerase	5.1.3.18	0.400	0.410	-0.010	0.010	(1) GDP-mannose[0] <=> (1) GDP-L-galactose[0]		0.000	0.000	2	16	1.220	0.701
rxn01258	chorismate hydroxymutase	5.4.4.2;5.4.99.6	0.230	0.240	-0.010	0.010	(1) Chorismate[0] <=> (1) Isochorismate[0]		0.000	0.000	2	10	1.000	0.405
rxn19940	MenF	5.4.4.2;5.4.99.6	0.230	0.240	-0.010	0.010	(1) Chorismate[0] <=> (1) Isochorismate[0]		0.000	0.000	2	10	1.000	0.405
rxn03876	Cyclohexa-1,5-dienecarbonyl-CoA hydro-lyase	4.2.1.100	0.010	0.020	-0.010	0.010	(1) H2O[0] + (1) Cyclohexa-1,5-dienecarbonyl-CoA[0] <=> (1) 6-Hydroxycyclohex-1-enecarbonyl-CoA[0]	h2o	0.000	0.000	3	28	1.220	0.701
rxn00283	alanine racemase	5.1.1.1	-0.010	0.000	-0.010	0.010	(1) L-Alanine[0] <=> (1) D-Alanine[0]		0.000	0.000	2	3	0.910	0.240
rxn19085	L-alanine racemase	5.1.1.1	-0.010	0.000	-0.010	0.010	(1) L-Alanine[0] <=> (1) D-Alanine[0]		0.000	0.000	2	3	0.910	0.240
rxn38030	ALARACECAT-RXN.e	5.1.1.1	-0.010	0.000	-0.010	0.010	(1) L-Alanine[0] <=> (1) D-Alanine[0]		0.000	0.000	2	3	0.910	0.240
rxn02451	1-alpha-D-Galactosyl-myo-inositol:raffinose galactosyltransferase	2.4.1.67	-0.830	-0.840	0.010	0.010	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24	1.060	0.495
rxn17751	DHQase	4.2.1.10	-1.260	-1.270	0.010	0.010	(1) 5-Dehydroquinate[0] <=> (1) H2O[0] + (1) 3-Dehydroshikimate[0]	h2o	0.000	0.000	3	7	1.060	0.495
rxn02756	2-methyleneglutarate carboxy-methylenemethylmutase	5.4.99.4	0.900	0.910	-0.010	0.010	(1) 2-Methyleneglutarate[0] <=> (1) Methylitaconate[0]		0.000	0.000	2	6	1.220	0.701
rxn00495	L-phenylalanine ammonia-lyase (trans-cinnamate-forming)	4.3.1.24;4.3.1.25;4.3.1.5	-0.880	-0.890	0.010	0.010	(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0]	nh3	0.000	2.000	3	9	0.880	0.132
rxn02213	3-Dehydroquinate hydro-lyase	4.2.1.10	-1.260	-1.270	0.010	0.010	(1) 5-Dehydroquinate[0] <=> (1) H2O[0] + (1) 3-Dehydroshikimate[0]	h2o	0.000	0.000	3	7	1.060	0.495
rxn33454	Galactinol-raffinose galactosyltransferase	2.4.1.67	-0.830	-0.840	0.010	0.010	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24	1.060	0.495
rxn33456	Galactinol-raffinose galactosyltransferase	2.4.1.67	-0.830	-0.840	0.010	0.010	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24	1.060	0.495
rxn33255	UDP-glucuronate 4-epimerase	5.1.3.6	-0.270	-0.260	-0.010	0.010	(1) UDPglucuronate[0] <=> (1) UDPgalacturonate[0]		0.000	0.000	2	15	1.000	0.405
rxn02263	L-fucose aldose-ketose-isomerase	5.3.1.25;5.3.1.3	1.300	1.290	0.010	0.010	(1) L-Fucose[0] <=> (1) L-Fuculose[0]		0.000	0.000	2	6	1.220	0.701
rxn32193	Phenylalanine ammonia-lyase	4.3.1.24;4.3.1.25;4.3.1.5	-0.880	-0.890	0.010	0.010	(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0]	nh3	0.000	2.000	3	9	0.880	0.132
rxn27794	Carbamoylaspartic dehydrase	3.5.2.3	-1.060	-1.070	0.010	0.010	(1) H2O[0] + (1) S-Dihydroorotate[0] <=> (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0]	h;h2o	1.000	4.000	4	5	1.000	0.405
rxn33253	UDP-glucuronate 4-epimerase	5.1.3.6	-0.270	-0.260	-0.010	0.010	(1) UDPglucuronate[0] <=> (1) UDPgalacturonate[0]		0.000	0.000	2	15	1.000	0.405
rxn32189	Phenylalanine ammonia-lyase	4.3.1.24;4.3.1.25;4.3.1.5	-0.880	-0.890	0.010	0.010	(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0]	nh3	0.000	2.000	3	9	0.880	0.132
rxn34773	galactinol---raffinose galactosyltransferase	2.4.1.67	-0.830	-0.840	0.010	0.010	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24	1.060	0.495
rxn01465	(S)-dihydroorotate amidohydrolase	3.5.2.3	-1.060	-1.070	0.010	0.010	(1) H2O[0] + (1) S-Dihydroorotate[0] <=> (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0]	h;h2o	1.000	4.000	4	5	1.000	0.405
rxn37930	2.4.1.67-RXN.e	2.4.1.67	-0.830	-0.840	0.010	0.010	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24	1.060	0.495
rxn01410	L-carnitine hydro-lyase [4-(trimethylammonio)but-2-enoate-forming]	4.2.1.89	-0.250	-0.260	0.010	0.010	(1) Carnitine[0] <=> (1) H2O[0] + (1) 4-(Trimethylammonio)but-2-enoate[0]	h2o	0.000	0.000	3	7	1.220	0.701
rxn01457	D-Galacturonate aldose-ketose-isomerase	5.3.1.12	0.320	0.330	-0.010	0.010	(1) D-Galacturonate[0] <=> (1) D-Tagaturonate[0]		0.000	0.000	2	6	1.060	0.495
rxn35449	dihydroorotase	3.5.2.3	1.060	1.070	-0.010	0.010	(1) H+[0] + (1) N-Carbamoyl-L-aspartate[0] <=> (1) H2O[0] + (1) S-Dihydroorotate[0]	h;h2o	-1.000	-4.000	4	5	1.000	0.405
rxn32185	Phenylalanine ammonia-lyase	4.3.1.24;4.3.1.25;4.3.1.5	-0.880	-0.890	0.010	0.010	(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0]	nh3	0.000	2.000	3	9	0.880	0.132
rxn33244	UDP-glucuronate 4-epimerase	5.1.3.6	-0.270	-0.260	-0.010	0.010	(1) UDPglucuronate[0] <=> (1) UDPgalacturonate[0]		0.000	0.000	2	15	1.000	0.405
rxn02204	Methylitaconate delta2-delta3-isomerase	5.3.3.6	-0.760	-0.750	-0.010	0.010	(1) Methylitaconate[0] <=> (1) Dimethylmaleic acid[0]		0.000	0.000	2	6	1.220	0.701
rxn01638	L-5-Carboxymethylhydantoin amidohydrolase	3.5.2.4	-0.530	-0.520	-0.010	0.010	(1) H2O[0] + (1) L-5-Carboxymethylhydantoin[0] <=> (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0]	h;h2o	1.000	4.000	4	5	1.220	0.701
rxn33468	Galactinol-raffinose galactosyltransferase	2.4.1.67	-0.830	-0.840	0.010	0.010	(1) Melitose[0] + (1) Galactinol[0] <=> (1) L-Inositol[0] + (1) Stachyose[0]		0.000	0.000	4	24	1.060	0.495
rxn30552	phenylalanine ammonia-lyase	4.3.1.24;4.3.1.25;4.3.1.5	-0.880	-0.890	0.010	0.010	(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0]	nh3	0.000	2.000	3	9	0.880	0.132
rxn02625	L-threo-3-Methylaspartate ammonia-lyase	4.3.1.2	1.070	1.080	-0.010	0.010	(1) L-threo-3-Methylaspartate[0] => (1) NH3[0] + (1) Mesaconate[0]	nh3	0.000	4.000	3	5	1.030	0.450
rxn00195	L-threo-3-Methylaspartate carboxy-aminomethylmutase	5.4.99.1	-1.670	-1.680	0.010	0.010	(1) L-threo-3-Methylaspartate[0] <=> (1) L-Glutamate[0]	glu	0.000	0.000	2	5	1.110	0.565
rxn19738	L-fucose isomerase	5.3.1.25;5.3.1.3	1.300	1.290	0.010	0.010	(1) L-Fucose[0] <=> (1) L-Fuculose[0]		0.000	0.000	2	6	1.220	0.701
rxn01008	UDP-glucuronate 4-epimerase	5.1.3.6	-0.270	-0.260	-0.010	0.010	(1) UDPglucuronate[0] <=> (1) UDPgalacturonate[0]		0.000	0.000	2	15	1.000	0.405
rxn30580	3-DEHYDROQUINATE-DEHYDRATASE-RXN	4.2.1.10	-1.260	-1.270	0.010	0.010	(1) 5-Dehydroquinate[0] <=> (1) H2O[0] + (1) 3-Dehydroshikimate[0]	h2o	0.000	0.000	3	7	1.060	0.495
rxn31240	glucose-6-phosphate isomerase, putative	5.1.3.15	-0.310	-0.320	0.010	0.010	(1) alpha-D-Glucose 6-phosphate[0] <=> (1) beta-D-Glucose 6-phosphate[0]		0.000	0.000	2	6	1.220	0.701
rxn17752	DHQase	4.2.1.10	-1.260	-1.270	0.010	0.010	(1) 5-Dehydroquinate[0] <=> (1) H2O[0] + (1) 3-Dehydroshikimate[0]	h2o	0.000	0.000	3	7	1.060	0.495
rxn38824	UDP-GLUCURONATE-4-EPIMERASE-RXN.n	5.1.3.6	-0.270	-0.260	-0.010	0.010	(1) UDPglucuronate[0] <=> (1) UDPgalacturonate[0]		0.000	0.000	2	15	1.000	0.405
rxn40799		3.5.1.-	1.680	1.690	-0.010	0.010	(1) H2O[0] + (1) echinocandin B[0] <=> (1) Linoleate[0] + (1) echinocandin B nucleus[0]	h2o	0.000	2.000	4	52	27.020	0.542
rxn41602			0.310	0.300	0.010	0.010	(1) NADP[0] + (1) Dihydrolipoate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) (R)-Lipoic acid[0]	h;nadp;nadph	1.000	8.000	5	21	0.910	0.313
rxn32187	Phenylalanine ammonia-lyase	4.3.1.24;4.3.1.25;4.3.1.5	-0.880	-0.890	0.010	0.010	(1) L-Phenylalanine[0] => (1) NH3[0] + (1) (E)-Cinnamate[0]	nh3	0.000	2.000	3	9	0.880	0.132
rxn12159	17alpha-Hydroxypregnenolone acetaldehyde-lyase	4.1.2.30	-1.450	-1.460	0.010	0.010	(1) 17alpha-Hydroxypregnenolone[0] <=> (1) Acetaldehyde[0] + (1) DHA[0]		0.000	0.000	3	21	40.740	0.542
rxn00321	L-Lysine 2,3-aminomutase	5.4.3.2	-1.110	-1.100	-0.010	0.010	(1) L-Lysine[0] <=> (1) L-beta-Lysine[0]		0.000	0.000	2	6	1.060	0.495
rxn53944	55676		-1.010	-1.020	0.010	0.010	(1) NH3[0] + (1) Chorismate[0] <=> (1) H2O[0] + (1) 2-amino-2-deoxyisochorismic acid[0]	h2o;nh3	0.000	-4.000	4	10	0.950	0.313
rxn42916		4.1.2.57	3.740	3.730	0.010	0.010	(1) 6-deoxy-6-sulfo-D-fructose 1-phosphate[0] <=> (1) Glycerone-phosphate[0] + (1) 2-Hydroxy-3-oxopropane-1-sulfonate[0]		0.000	-4.000	3	6	20.070	0.314
rxn01051	cellotriose glucohydrolase	3.2.1.74	-2.870	-2.860	-0.010	0.010	(1) H2O[0] + (1) Cellotriose[0] <=> (1) D-Glucose[0] + (1) CELB[0]	h2o	0.000	0.000	4	18	0.900	1.056
rxn24352	RXN-7657.c	1.1.1.1	4.940	4.930	0.010	0.010	(1) NAD[0] + (1) Isobutyl alcohol[0] <=> (1) NADH[0] + (1) H+[0] + (1) isobutanal[0]	h;nad;nadh	1.000	4.000	5	21	17.970	0.242
rxn24353	RXN-7657.m	1.1.1.1	4.940	4.930	0.010	0.010	(1) NAD[0] + (1) Isobutyl alcohol[0] <=> (1) NADH[0] + (1) H+[0] + (1) isobutanal[0]	h;nad;nadh	1.000	4.000	5	21	17.970	0.242
rxn14063	2-dehydro-L-idonate:NADP+ 5-oxidoreductase	1.1.1.346	7.180	7.190	-0.010	0.010	(1) NADP[0] + (1) L-Sorbosonate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 2,5-diketo-D-gluconate[0]	h;nadp;nadph	1.000	8.000	5	21	1.060	0.495
rxn37873	1.1.1.8-RXN.e	1.1.1.8;1.1.1.94	6.150	6.140	0.010	0.010	(1) NAD[0] + (1) Glycerol-3-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Glycerone-phosphate[0]	h;nad;nadh	1.000	4.000	5	21	0.890	0.176
rxn00611	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase	1.1.1.8;1.1.1.94	6.150	6.140	0.010	0.010	(1) NAD[0] + (1) Glycerol-3-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Glycerone-phosphate[0]	h;nad;nadh	1.000	4.000	5	21	0.890	0.176
rxn38417	RXN-7657.d	1.1.1.1	-4.940	-4.930	-0.010	0.010	(1) NADH[0] + (1) H+[0] + (1) isobutanal[0] <=> (1) NAD[0] + (1) Isobutyl alcohol[0]	h;nad;nadh	-1.000	-4.000	5	21	17.970	0.242
rxn38419	RXN-7657.n	1.1.1.1	-4.940	-4.930	-0.010	0.010	(1) NADH[0] + (1) H+[0] + (1) isobutanal[0] <=> (1) NAD[0] + (1) Isobutyl alcohol[0]	h;nad;nadh	-1.000	-4.000	5	21	17.970	0.242
rxn38418	RXN-7657.e	1.1.1.1	-4.940	-4.930	-0.010	0.010	(1) NADH[0] + (1) H+[0] + (1) isobutanal[0] <=> (1) NAD[0] + (1) Isobutyl alcohol[0]	h;nad;nadh	-1.000	-4.000	5	21	17.970	0.242
rxn30381	glycerol-3-phosphate dehydrogenase (NAD), mitochondrial	1.1.1.8;1.1.1.94	-6.150	-6.140	-0.010	0.010	(1) NADH[0] + (1) H+[0] + (1) Glycerone-phosphate[0] <=> (1) NAD[0] + (1) Glycerol-3-phosphate[0]	h;nad;nadh	-1.000	-4.000	5	21	0.890	0.176
rxn27460	NAD-dependent glycerol-3-phosphate dehydrogenase	1.1.1.8;1.1.1.94	6.150	6.140	0.010	0.010	(1) NAD[0] + (1) Glycerol-3-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Glycerone-phosphate[0]	h;nad;nadh	1.000	4.000	5	21	0.890	0.176
rxn03610	R05298	4.1.3.-;4.1.3.39;4.1.3.43	-2.760	-2.740	-0.020	0.020	(1) Pyruvate[0] + (1) Propanal[0] <=> (1) 4-Hydroxy-2-oxohexanoate[0]		0.000	0.000	3	6	14.100	0.298
rxn28114	P5CR	1.5.1.2	11.990	12.010	-0.020	0.020	(1) NADP[0] + (1) L-Proline[0] <=> (1) NADPH[0] + (2) H+[0] + (1) 1-Pyrroline-5-carboxylate[0]	h;nadp;nadph	2.000	10.000	5	21	1.220	0.701
rxn02651	L-Threonate:NAD+ 3-oxidoreductase	1.1.1.129	4.250	4.230	0.020	0.020	(1) NAD[0] + (1) Threonate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-Dehydro-L-threonate[0]	h;nad;nadh	1.000	4.000	5	21	1.000	0.405
rxn30676	GAPOXNPHOSPHN-RXN		-7.630	-7.610	-0.020	0.020	(1) NAD[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <=> (1) NADH[0] + (2) H+[0] + (1) DPG[0]	h;nad;nadh;pi	2.000	22.000	6	21	0.890	0.568
rxn27700	ALCOHOL-DEHYDROG-RXN.d	1.1.1.1;1.1.1.71	5.050	5.030	0.020	0.020	(1) NAD[0] + (1) Ethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetaldehyde[0]	h;nad;nadh	1.000	4.000	5	21	0.870	0.077
rxn30083	ALCOHOL-DEHYDROG-RXN.m	1.1.1.1;1.1.1.71	5.050	5.030	0.020	0.020	(1) NAD[0] + (1) Ethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetaldehyde[0]	h;nad;nadh	1.000	4.000	5	21	0.870	0.077
rxn34239	L-lactate dehydrogenase	1.1.1.27	6.400	6.420	-0.020	0.020	(1) NAD[0] + (1) L-Lactate[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) H+[0]	h;nad;nadh	1.000	4.000	5	21	0.880	0.110
rxn00500	(R)-Lactate:NAD+ oxidoreductase	1.1.1.28	5.660	5.680	-0.020	0.020	(1) NAD[0] + (1) D-Lactate[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) H+[0]	h;nad;nadh	1.000	4.000	5	21	1.060	0.495
rxn38886	L-amino acid oxidase	1.4.3.2	-22.890	-22.910	0.020	0.020	(1) H2O[0] + (1) O2[0] + (1) L-Alanine[0] => (1) NH3[0] + (1) Pyruvate[0] + (1) H2O2[0]	h2o;h2o2;nh3;o2	0.000	2.000	6	3	1.510	1.007
rxn38033	ALCOHOL-DEHYDROG-RXN.e	1.1.1.1;1.1.1.71	5.050	5.030	0.020	0.020	(1) NAD[0] + (1) Ethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetaldehyde[0]	h;nad;nadh	1.000	4.000	5	21	0.870	0.077
rxn20017	threonate dehydrogenase	1.1.1.129	4.250	4.230	0.020	0.020	(1) NAD[0] + (1) Threonate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 3-dehydro-L-threonate[0]	h;nad;nadh	1.000	4.000	5	21	1.000	0.405
rxn54739	59828		8.250	8.270	-0.020	0.020	(1) H2O[0] + (1) S-Inosyl-L-homocysteine[0] <=> (1) Homocysteine[0] + (1) Inosine[0]	h2o	0.000	0.000	4	14	1.220	0.699
rxn00931	L-Proline:NADP+ 5-oxidoreductase	1.5.1.2	11.990	12.010	-0.020	0.020	(1) NADP[0] + (1) L-Proline[0] <=> (1) NADPH[0] + (2) H+[0] + (1) 1-Pyrroline-5-carboxylate[0]	h;nadp;nadph	2.000	10.000	5	21	1.220	0.701
rxn01447	Indolelactate:NAD+ oxidoreductase	1.1.1.110	-3.490	-3.510	0.020	0.020	(1) NAD[0] + (1) Indolelactate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Indolepyruvate[0]	h;nad;nadh	1.000	4.000	5	21	1.220	0.701
rxn38034	ALCOHOL-DEHYDROG-RXN.n	1.1.1.1;1.1.1.71	5.050	5.030	0.020	0.020	(1) NAD[0] + (1) Ethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetaldehyde[0]	h;nad;nadh	1.000	4.000	5	21	0.870	0.077
rxn34240	L-lactate dehydrogenase, mitochondria	1.1.1.27	6.400	6.420	-0.020	0.020	(1) NAD[0] + (1) L-Lactate[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) H+[0]	h;nad;nadh	1.000	4.000	5	21	0.880	0.110
rxn00510	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)	1.5.1.7	8.750	8.770	-0.020	0.020	(1) H2O[0] + (1) NAD[0] + (1) Saccharopine[0] <=> (1) NADH[0] + (1) 2-Oxoglutarate[0] + (1) L-Lysine[0] + (1) H+[0]	h;h2o;nad;nadh	1.000	8.000	7	21	1.220	0.701
rxn00499	(S)-Lactate:NAD+ oxidoreductase	1.1.1.27	6.400	6.420	-0.020	0.020	(1) NAD[0] + (1) L-Lactate[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) H+[0]	h;nad;nadh	1.000	4.000	5	21	0.880	0.110
rxn38889	L-amino acid oxidase	1.4.3.2	-22.890	-22.910	0.020	0.020	(1) H2O[0] + (1) O2[0] + (1) L-Alanine[0] => (1) NH3[0] + (1) Pyruvate[0] + (1) H2O2[0]	h2o;h2o2;nh3;o2	0.000	2.000	6	3	1.510	1.007
rxn00543	ethanol:NAD+ oxidoreductase	1.1.1.1;1.1.1.71	5.050	5.030	0.020	0.020	(1) NAD[0] + (1) Ethanol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Acetaldehyde[0]	h;nad;nadh	1.000	4.000	5	21	0.870	0.077
rxn00402	N2-(D-1-carboxyethyl)-L-arginine:NAD+ oxidoreductase (L-arginine-forming)	1.5.1.11	7.510	7.490	0.020	0.020	(1) H2O[0] + (1) NAD[0] + (1) Octopine[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) L-Arginine[0] + (1) H+[0]	h;h2o;nad;nadh	1.000	6.000	7	21	1.220	0.701
rxn38909	P5CR	1.5.1.2	11.990	12.010	-0.020	0.020	(1) NADP[0] + (1) L-Proline[0] <=> (1) NADPH[0] + (2) H+[0] + (1) 1-Pyrroline-5-carboxylate[0]	h;nadp;nadph	2.000	10.000	5	21	1.220	0.701
rxn34235	D-lactate dehydrogenase	1.1.1.28	5.660	5.680	-0.020	0.020	(1) NAD[0] + (1) D-Lactate[0] <=> (1) NADH[0] + (1) Pyruvate[0] + (1) H+[0]	h;nad;nadh	1.000	4.000	5	21	1.060	0.495
rxn01080	D-glucuronate aldose-ketose-isomerase	5.3.1.12	0.150	0.130	0.020	0.020	(1) Glucuronate[0] <=> (1) D-Fructuronate[0]		0.000	0.000	2	6	1.220	0.701
rxn01154	Pyridoxamine-5'-phosphate:2-oxoglutarate aminotransferase (D-glutamate-forming)	2.6.1.54	-0.060	-0.040	-0.020	0.020	(1) 2-Oxoglutarate[0] + (1) Pyridoxamine phosphate[0] <=> (1) Pyridoxal phosphate[0] + (1) D-Glutamate[0]	pydx5p	0.000	0.000	4	8	1.380	0.697
rxn37739	beta-carotene isomerase	5.2.1.-;5.2.1.14	0.000	-0.020	0.020	0.020	(1) beta-Carotene[0] <=> (1) 9-cis-beta-carotene[0]		0.000	0.000	2	40	17.550	0.000
rxn04759	R06950		0.000	-0.020	0.020	0.020	(1) Violaxanthin[0] <=> (1) 9-cis-Violaxanthin[0]		0.000	0.000	2	40	21.660	0.000
rxn01075	UDP-L-arabinose 4-epimerase	5.1.3.5	-0.020	-0.040	0.020	0.020	(1) UDP-L-arabinose[0] <=> (1) UDP-xylose[0]		0.000	0.000	2	14	1.000	0.202
rxn32569	UDP-D-xylose 4-epimerase	5.1.3.5	-0.020	-0.040	0.020	0.020	(1) UDP-L-arabinose[0] <=> (1) UDP-xylose[0]		0.000	0.000	2	14	1.000	0.202
rxn01761	L-Rhamnose ketol-isomerase	5.3.1.14	0.030	0.050	-0.020	0.020	(1) L-Rhamnose[0] <=> (1) L-Rhamnulose[0]		0.000	0.000	2	6	1.000	0.405
rxn20777	rhamnose isomerase	5.3.1.14	0.030	0.050	-0.020	0.020	(1) L-Rhamnose[0] <=> (1) L-Rhamnulose[0]		0.000	0.000	2	6	1.000	0.405
rxn27792	Dihydrolipoamide dehydrogenase	1.8.1.4	1.100	1.080	0.020	0.020	(1) NAD[0] + (1) Dihydrolipoamide[0] <=> (1) NADH[0] + (1) H+[0] + (1) Lipoamide[0]	h;nad;nadh	1.000	4.000	5	21	0.910	0.222
rxn47213			0.480	0.500	-0.020	0.020	(1) D-glycero-D-altro-octulose 8-phosphate[0] <=> (1) aldehydo-octose 8-phosphate[0]		0.000	0.000	2	8	11.040	0.112
rxn00658	N-Acetyl-beta-alanine amidohydrolase	3.5.1.21	-3.110	-3.130	0.020	0.020	(1) H2O[0] + (1) N-Acetyl-beta-alanine[0] <=> (1) Acetate[0] + (1) beta-Alanine[0]	h2o	0.000	0.000	4	5	15.050	1.341
rxn01626	5,6-Dihydrouracil amidohydrolase	3.5.2.2	-1.980	-2.000	0.020	0.020	(1) H2O[0] + (1) Hydrouracil[0] <=> (1) H+[0] + (1) 3-Ureidopropanoate[0]	h;h2o	1.000	2.000	4	4	1.000	0.405
rxn00783	2-dehydro-3-deoxy-D-galactonate-6-phosphate D-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)	4.1.2.21;4.1.2.55	3.310	3.330	-0.020	0.020	(1) 2-Dehydro-3-deoxy-D-galactonate 6-phosphate[0] <=> (1) Pyruvate[0] + (1) Glyceraldehyde3-phosphate[0]		0.000	-4.000	3	6	1.220	0.701
rxn01241	Dihydrolipoamide:NAD+ oxidoreductase	1.8.1.4	1.100	1.080	0.020	0.020	(1) NAD[0] + (1) Dihydrolipoamide[0] <=> (1) NADH[0] + (1) H+[0] + (1) Lipoamide[0]	h;nad;nadh	1.000	4.000	5	21	0.910	0.222
