rxn	name	ec	status	definition	dg_gc	dg_eq	dg_dgp	max_abs_pairdiff	cofactors	n_participants	max_carbon	elements	kegg_ids_staged	kegg_ids_alias	kegg_vouched	kegg_max_reuse	is_transport	total_rings	n_groups_changed	is_redox	dg_scale	absdiff_gc_eq	absdiff_gc_dgp	absdiff_eq_dgp
rxn32671	imidazole-4-acetate,NADH:oxygen oxidoreductase (5-hydroxylating)	1.14.13.5	OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4-Imidazoleacetate[0] => (1) H2O[0] + (1) NAD[0] + (1) Imidazolone acetate[0]	-99.820	-104.680	-101.710	4.860	h;h2o;nad;nadh;o2	7	21	C;H;N;O;P	R04066	R04066	1	3	0	12	5	1	104.680	4.860	1.890	2.970
rxn02854	imidazole-4-acetate,NADH:oxygen oxidoreductase (5-hydroxylating)	1.14.13.5	OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4-Imidazoleacetate[0] => (1) H2O[0] + (1) NAD[0] + (1) Imidazolone acetate[0]	-99.820	-104.680	-101.710	4.860	h;h2o;nad;nadh;o2	7	21	C;H;N;O;P	R04066	R04066	1	3	0	12	5	1	104.680	4.860	1.890	2.970
rxn04902	trichloroethene, NADPH:oxygen oxidoreductase (RH-hydroxylating or -epoxidizing)	1.14.14.1	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) TCE[0] => (1) H2O[0] + (1) NADP[0] + (1) Chloral[0]	-102.140	-101.160	-104.440	3.280	h;h2o;nadp;nadph;o2	7	21	C;Cl;H;N;O;P	R07099	R07099	1	1	0	10	4	1	104.440	0.980	2.300	3.280
rxn01585	Ketosteroid,NADPH:oxygen oxidoreductase (20-hydroxylating, ester-producing/20-hydroxylating, side-chain cleaving/17-hydroxylating, lactonizing)	1.14.13.54	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Progesterone[0] => (1) H2O[0] + (1) NADP[0] + (1) Testosterone acetate[0]	-103.250	-102.220	-98.700	4.550	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R02210	R02210	1	1	0	18	6	1	103.250	1.030	4.550	3.520
rxn07744	R07954	1.13.12.-	OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) Paraxanthine[0]	-99.820	-99.630	-102.010	2.380	h;h2o;nad;nadh;o2	8	21	C;H;N;O;P	R07954	R07954	1	1	0	14	3	1	102.010	0.190	2.190	2.380
rxn07729	R07939	1.13.12.-;1.14.13.179;1.14.14.1	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) Paraxanthine[0]	-99.820	-99.630	-101.420	1.790	h;h2o;nadp;nadph;o2	8	21	C;H;N;O;P	R07939	R07939	1	1	0	14	3	1	101.420	0.190	1.600	1.790
rxn07753	R07963	1.13.12.-	OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Theobromine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) 3-Methylxanthine[0]	-99.820	-99.380	-100.560	1.180	h;h2o;nad;nadh;o2	8	21	C;H;N;O;P	R07963	R07963	1	1	0	14	4	1	100.560	0.440	0.740	1.180
rxn07763	R07973	1.13.12.-	OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Theophylline[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) 3-Methylxanthine[0]	-99.820	-99.620	-100.380	0.760	h;h2o;nad;nadh;o2	8	21	C;H;N;O;P	R07973	R07973	1	1	0	14	4	1	100.380	0.200	0.560	0.760
rxn07761	R07971	1.13.12.-	OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) Theophylline[0]	-99.820	-99.670	-100.060	0.390	h;h2o;nad;nadh;o2	8	21	C;H;N;O;P	R07971	R07971	1	1	0	14	3	1	100.060	0.150	0.240	0.390
rxn04754	R06945	1.14.15.-	OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Cyclohexane[0] => (1) H2O[0] + (1) NAD[0] + (1) Hexalin[0]	-99.870	-98.300	-99.980	1.680	h;h2o;nad;nadh;o2	7	21	C;H;N;O;P	R06945	R06945	1	1	0	12	4	1	99.980	1.570	0.110	1.680
rxn07754	R07964	1.13.12.-	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Theobromine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) 3-Methylxanthine[0]	-99.820	-99.380	-99.980	0.600	h;h2o;nadp;nadph;o2	8	21	C;H;N;O;P	R07964	R07964	1	1	0	14	4	1	99.980	0.440	0.160	0.600
rxn07745	R07955	1.13.12.-;1.14.13.178	OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NAD[0] + (1) Formaldehyde[0] + (1) Theobromine[0]	-99.820	-99.910	-99.880	0.090	h;h2o;nad;nadh;o2	8	21	C;H;N;O;P	R07955	R07955	1	1	0	14	3	1	99.910	0.090	0.060	0.030
rxn07746	R07956	1.13.12.-	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) Theobromine[0]	-99.820	-99.910	-99.290	0.620	h;h2o;nadp;nadph;o2	8	21	C;H;N;O;P	R07956	R07956	1	1	0	14	3	1	99.910	0.090	0.530	0.620
rxn28386	CrtZ	1.14.13.129	OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) beta-Carotene[0] => (1) H2O[0] + (1) NAD[0] + (1) beta-Cryptoxanthin[0]	-99.870	-97.200	-96.760	3.110	h;h2o;nad;nadh;o2	7	40	C;H;N;O;P	R07558	R07558	1	3	0	14	4	1	99.870	2.670	3.110	0.440
rxn39817	alpha-carotene,NADH:oxygen 3-oxidoreductase		OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) alpha-Carotene[0] => (1) H2O[0] + (1) NAD[0] + (1) Zeinoxanthin[0]	-99.870	-97.200	-97.770	2.670	h;h2o;nad;nadh;o2	7	40	C;H;N;O;P	R07530	R07530	1	3	0	14	4	1	99.870	2.670	2.100	0.570
rxn04135	(R)-limonene,NADPH: oxygen oxidoreductase (6-hydroxylating)	1.14.13.80;1.14.14.53	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (+)-Limonene[0] => (1) H2O[0] + (1) NADP[0] + (1) (+)-trans-Carveol[0]	-99.870	-97.200	-95.030	4.840	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R06119	R06119	1	1	0	12	4	1	99.870	2.670	4.840	2.170
rxn16775	(+)-sabinene,NADPH:oxygen oxidoreductase (3-hydroxylating)	1.14.13.153	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (+)-Sabinene[0] => (1) H2O[0] + (1) NADP[0] + (1) (+)-cis-Sabinol[0]	-99.870	-97.200	-95.130	4.740	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R09935	R09935	1	1	0	14	4	1	99.870	2.670	4.740	2.070
rxn40441	propane,NADH:oxygen oxidoreductase	1.14.13.227	OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Propane[0] => (1) H2O[0] + (1) NAD[0] + (1) 2-Propanol[0]	-98.070	-99.090	-99.860	1.790	h;h2o;nad;nadh;o2	7	21	C;H;N;O;P	R10702	R10702	1	1	0	10	4	1	99.860	1.020	1.790	0.770
rxn07762	R07972	1.13.12.-	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Caffeine[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) Theophylline[0]	-99.820	-99.670	-99.470	0.350	h;h2o;nadp;nadph;o2	8	21	C;H;N;O;P	R07972	R07972	1	1	0	14	3	1	99.820	0.150	0.350	0.200
rxn07764	R07974	1.13.12.-	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Theophylline[0] => (1) H2O[0] + (1) NADP[0] + (1) Formaldehyde[0] + (1) 3-Methylxanthine[0]	-99.820	-99.620	-99.800	0.200	h;h2o;nadp;nadph;o2	8	21	C;H;N;O;P	R07974	R07974	1	1	0	14	4	1	99.820	0.200	0.020	0.180
rxn04860	R07054	1.14.14.1	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Arachidonate[0] => (1) H2O[0] + (1) NADP[0] + (1) 16(R)-HETE[0]	-94.390	-94.960	-99.080	4.690	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R07054	R07054	1	1	0	10	4	1	99.080	0.570	4.690	4.120
rxn01826	R02520	1.13.12.-	OK	(1) O2[0] + (1) H+[0] + (1) Homogentisate[0] => (1) H2O[0] + (1) CO2[0] + (1) Gentisate aldehyde[0]	-93.810	-93.420	-98.120	4.700	co2;h;h2o;o2	6	8	C;H;O	R02520	R02520	1	1	0	2	2	1	98.120	0.390	4.310	4.700
rxn25605	RXN-9481.c	1.14.13.174	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (1'S)-averantin[0] => (1) H2O[0] + (1) NADP[0] + (1) (1'S,5'S)-hydroxyaverantin[0]	-94.390	-95.070	-98.090	3.700	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R10317	R10317	1	4	0	16	4	1	98.090	0.680	3.700	3.020
rxn25606	RXN-9481.v	1.14.13.174	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (1'S)-averantin[0] => (1) H2O[0] + (1) NADP[0] + (1) (1'S,5'S)-hydroxyaverantin[0]	-94.390	-95.070	-98.090	3.700	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R10317	R10317	1	4	0	16	4	1	98.090	0.680	3.700	3.020
rxn01696	R02356	1.14.14.1	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Estrone[0] => (1) H2O[0] + (1) NADP[0] + (1) 16alpha-Hydroxyestrone[0]	-96.190	-97.880	-93.810	4.070	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R02356	R02356	1	1	0	18	4	1	97.880	1.690	2.380	4.070
rxn07592	naringenin,NADPH:oxygen oxidoreductase (isoflavanone-forming)	1.14.13.86	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Naringenin[0] => (1) H2O[0] + (1) NADP[0] + (1) 2-Hydroxy-2,3-dihydrogenistein[0]	-96.190	-97.220	-97.370	1.180	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R07778	R07778	1	1	0	16	5	1	97.370	1.030	1.180	0.150
rxn07591	liquiritigenin,NADPH:oxygen oxidoreductase (isoflavanone-forming)	1.14.13.136;1.14.13.86	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Liquiritigenin[0] => (1) H2O[0] + (1) NADP[0] + (1) 2,7,4'-Trihydroxyisoflavanone[0]	-96.190	-97.220	-97.360	1.170	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R07777	R07777	1	4	0	16	5	1	97.360	1.030	1.170	0.140
rxn24350	RXN-7655.v	1.14.13.-;1.14.13.86	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 6,7,4'-Trihydroxyflavanone[0] => (1) H2O[0] + (1) NADP[0] + (1) 2,6,7,4'-Tetrahydroxyisoflavanone[0]	-96.190	-97.220	-97.360	1.170	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R07715	R07715	1	2	0	16	5	1	97.360	1.030	1.170	0.140
rxn23848	2-hydroxyisoflavanone synthase (ambiguous)	1.14.13.136;1.14.13.86	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Liquiritigenin[0] => (1) H2O[0] + (1) NADP[0] + (1) 2,7,4'-Trihydroxyisoflavanone[0]	-96.190	-97.220	-97.360	1.170	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R07777	R07777	1	4	0	16	5	1	97.360	1.030	1.170	0.140
rxn07529	6,7,4'-trihydroxyflavanone,NADPH:oxygen oxidoreductase (isoflavanone-forming)	1.14.13.-;1.14.13.86	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 6,7,4'-Trihydroxyflavanone[0] => (1) H2O[0] + (1) NADP[0] + (1) 2,6,7,4'-Tetrahydroxyisoflavanone[0]	-96.190	-97.220	-97.360	1.170	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R07715	R07715	1	2	0	16	5	1	97.360	1.030	1.170	0.140
rxn39821	echinenone,NADH:oxygen 3'-oxidoreductase		OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Echinenone[0] => (1) H2O[0] + (1) NAD[0] + (1) 3-Hydroxyechinenone[0]	-96.190	-97.200	-96.760	1.010	h;h2o;nad;nadh;o2	7	40	C;H;N;O;P	R07561	R07561	1	3	0	14	4	1	97.200	1.010	0.570	0.440
rxn39824	phoenicoxanthin,NADH:oxygen 3'-oxidoreductase		OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Adonirubin[0] => (1) H2O[0] + (1) NAD[0] + (1) Astaxanthin[0]	-96.190	-97.200	-93.030	4.170	h;h2o;nad;nadh;o2	7	40	C;H;N;O;P	R07572	R07572	1	3	0	14	4	1	97.200	1.010	3.160	4.170
rxn14164	pregnenolone,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	1.14.13.100	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Pregnenolone[0] => (1) H2O[0] + (1) NADP[0] + (1) 7alpha-Hydroxypregnenolone[0]	-96.190	-97.200	-93.850	3.350	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R08943	R08943	1	1	0	18	4	1	97.200	1.010	2.340	3.350
rxn39823	3'-hydroxyechinenone,NADH:oxygen 3-oxidoreductase		OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 3-Hydroxyechinenone[0] => (1) H2O[0] + (1) NAD[0] + (1) Adonixanthin[0]	-96.190	-97.200	-93.030	4.170	h;h2o;nad;nadh;o2	7	40	C;H;N;O;P	R07569	R07569	1	3	0	14	4	1	97.200	1.010	3.160	4.170
rxn39822	canthaxanthin,NADH:oxygen 3-oxidoreductase		OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Canthaxanthin[0] => (1) H2O[0] + (1) NAD[0] + (1) Adonirubin[0]	-96.190	-97.200	-93.030	4.170	h;h2o;nad;nadh;o2	7	40	C;H;N;O;P	R07568	R07568	1	3	0	14	4	1	97.200	1.010	3.160	4.170
rxn16709	taxusin,NADPH:oxygen 7-oxidoreductase	1.14.13.147	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Taxusin[0] => (1) H2O[0] + (1) NADP[0] + (1) 7beta-Hydroxytaxusin[0]	-96.190	-97.200	-94.700	2.500	h;h2o;nadp;nadph;o2	7	28	C;H;N;O;P	R09868	R09868	1	1	0	16	4	1	97.200	1.010	1.490	2.500
rxn04065	7-deoxyloganate,NADPH:oxygen oxidoreductase (7a-hydroxylating)	1.14.13.74	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 7-Deoxyloganate[0] => (1) H2O[0] + (1) NADP[0] + (1) Loganate[0]	-96.190	-97.200	-94.840	2.360	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R05832	R05832	1	1	0	16	4	1	97.200	1.010	1.350	2.360
rxn40311	dammarenediol-II,NADPH:O2 oxidoreductase (12beta-hydroxylating)	1.14.13.183	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Dammarenediol II[0] => (1) H2O[0] + (1) NADP[0] + (1) Protopanaxadiol[0]	-96.190	-97.200	-93.750	3.450	h;h2o;nadp;nadph;o2	7	30	C;H;N;O;P	R10540	R10540	1	1	0	18	4	1	97.200	1.010	2.440	3.450
rxn04988	cholest-5-ene-3beta,25-diol,NADPH:oxygen oxidoreductase(7alpha-hydroxylating)	1.14.13.100	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 25-Hydroxycholesterol[0] => (1) H2O[0] + (1) NADP[0] + (1) 7alpha,25-Dihydroxycholesterol[0]	-96.190	-97.200	-93.850	3.350	h;h2o;nadp;nadph;o2	7	27	C;H;N;O;P	R07209	R07209	1	1	0	18	4	1	97.200	1.010	2.340	3.350
rxn04982	lithocholate,NADPH:oxygen oxidoreductase (6beta-hydroxylating)	1.14.13.94	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Lithocholate[0] => (1) H2O[0] + (1) NADP[0] + (1) Murideoxycholic acid[0]	-96.190	-97.200	-93.760	3.440	h;h2o;nadp;nadph;o2	7	24	C;H;N;O;P	R07203	R07203	1	1	0	18	4	1	97.200	1.010	2.430	3.440
rxn02578	calcidiol,NADPH:oxygen oxidoreductase (1-hydroxylating)	1.14.13.13	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Calcidiol[0] => (1) H2O[0] + (1) NADP[0] + (1) Calcitriol[0]	-96.190	-97.200	-93.430	3.770	h;h2o;nadp;nadph;o2	7	27	C;H;N;O;P	R03610	R03610	1	1	0	16	4	1	97.200	1.010	2.760	3.770
rxn28387	CrtZ	1.14.13.129	OK	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) beta-Cryptoxanthin[0] => (1) H2O[0] + (1) NAD[0] + (1) Zeaxanthin[0]	-96.190	-97.200	-96.760	1.010	h;h2o;nad;nadh;o2	7	40	C;H;N;O;P	R07559	R07559	1	3	0	14	4	1	97.200	1.010	0.570	0.440
rxn01067	Cholesterol,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	1.14.13.17	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Cholesterol[0] => (1) H2O[0] + (1) NADP[0] + (1) 7alpha-Hydroxycholesterol[0]	-96.190	-97.200	-93.850	3.350	h;h2o;nadp;nadph;o2	7	27	C;H;N;O;P	R01463	R01463	1	1	0	18	4	1	97.200	1.010	2.340	3.350
rxn04181	Taxa-4(20),11-dien-5alpha-ol,NADPH:oxygen oxidoreductase (13alpha-hyroxylating)	1.14.13.77	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Taxa-4(20),11(12)-dien-5alpha-ol[0] => (1) H2O[0] + (1) NADP[0] + (1) Taxa-4(20),11(12)-dien-5alpha,13alpha-diol[0]	-96.190	-97.200	-94.200	3.000	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R06308	R06308	1	1	0	16	4	1	97.200	1.010	1.990	3.000
rxn04182	Taxa-4(20),11-dien-5alpha-yl acetate,NADPH:oxygen oxidoreductase (10beta-hydroxylating)	1.14.13.76	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Taxa-4(20),11(12)-dien-5alpha-yl acetate[0] => (1) H2O[0] + (1) NADP[0] + (1) 5alpha-Acetoxytaxa-4(20),11(12)-dien-10beta-ol[0]	-96.190	-97.200	-94.090	3.110	h;h2o;nadp;nadph;o2	7	22	C;H;N;O;P	R06309	R06309	1	1	0	16	4	1	97.200	1.010	2.100	3.110
rxn14327	3beta-hydroxyandrost-5-en-17-one,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	1.14.13.17	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) DHA[0] => (1) H2O[0] + (1) NADP[0] + (1) 7alpha-OH-DHEA[0]	-96.190	-97.200	-93.190	4.010	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R08961	R08961	1	1	0	18	4	1	97.200	1.010	3.000	4.010
rxn16656	beta-amyrin,NADPH:oxygen 11-oxidoreductase (hydroxylating)	1.14.13.134	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) beta-Amyrin[0] => (1) H2O[0] + (1) NADP[0] + (1) 11alpha-Hydroxy-beta-amyrin[0]	-96.190	-97.200	-93.360	3.840	h;h2o;nadp;nadph;o2	7	30	C;H;N;O;P	R09815	R09815	1	1	0	20	4	1	97.200	1.010	2.830	3.840
rxn16708	10beta-hydroxytaxa-4(20),11-dien-5alpha-yl-acetate,NADPH:oxygen 14-oxidoreductase	1.14.13.-;1.14.13.146	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 5alpha-Acetoxytaxa-4(20),11(12)-dien-10beta-ol[0] => (1) H2O[0] + (1) NADP[0] + (1) 10beta,14beta-dihydroxytaxa-4(20),11-dien-5alpha-yl acetate[0]	-96.190	-97.200	-94.780	2.420	h;h2o;nadp;nadph;o2	7	22	C;H;N;O;P	R09867	R09867	1	1	0	16	4	1	97.200	1.010	1.410	2.420
rxn14303	3beta-hydroxy-5-cholestenoate,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	1.14.13.100	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 3beta-Hydroxy-5-cholestenoate[0] => (1) H2O[0] + (1) NADP[0] + (1) 3beta,7alpha-Dihydroxy-5-cholestenoate[0]	-96.190	-97.200	-93.850	3.350	h;h2o;nadp;nadph;o2	7	27	C;H;N;O;P	R08727	R08727	1	2	0	18	4	1	97.200	1.010	2.340	3.350
rxn17096	7-deoxyloganin,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	1.14.13.74	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Deoxyloganin[0] => (1) H2O[0] + (1) NADP[0] + (1) Loganin[0]	-96.190	-97.200	-94.710	2.490	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R03556	R03556	1	2	0	16	4	1	97.200	1.010	1.480	2.490
rxn11902	R08392	1.14.14.1	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Tretin M[0] => (1) H2O[0] + (1) NADP[0] + (1) all-trans-4-Hydroxyretinoic acid[0]	-96.190	-97.200	-96.780	1.010	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R08392	R08392	1	1	0	12	4	1	97.200	1.010	0.590	0.420
rxn04983	5beta-cholestane-3alpha,7alpha-diol,NADPH:oxygen oxidoreductase(12alpha-hydroxylating)	1.14.13.96	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 5beta-Cholestane-3alpha,7alpha-diol[0] => (1) H2O[0] + (1) NADP[0] + (1) 3alpha,7alpha,12alpha-Trihydroxycoprostane[0]	-96.190	-97.200	-95.850	1.350	h;h2o;nadp;nadph;o2	7	27	C;H;N;O;P	R07204	R07204	1	1	0	18	4	1	97.200	1.010	0.340	1.350
rxn04984	taurochenodeoxycholate,NADPH:oxygen oxidoreductase(6alpha-hydroxylating)	1.14.13.97	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Taurochenodeoxycholate[0] => (1) H2O[0] + (1) NADP[0] + (1) Taurohyocholate[0]	-96.190	-97.200	-94.860	2.340	h;h2o;nadp;nadph;o2	7	26	C;H;N;O;P;S	R07205	R07205	1	1	0	18	4	1	97.200	1.010	1.330	2.340
rxn40346	protopanaxadiol,NADPH:O2 oxidoreductase (6alpha-hydroxylating)	1.14.13.184	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Protopanaxadiol[0] => (1) H2O[0] + (1) NADP[0] + (1) Protopanaxatriol[0]	-96.190	-97.200	-94.200	3.000	h;h2o;nadp;nadph;o2	7	30	C;H;N;O;P	R10591	R10591	1	1	0	18	4	1	97.200	1.010	1.990	3.000
rxn03499	cholest-5-ene-3beta,27-diol,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	1.14.13.100;1.14.13.17;1.14.13.60	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 26-Hydroxycholesterol[0] => (1) H2O[0] + (1) NADP[0] + (1) 7alpha,27-Dihydroxycholesterol[0]	-96.190	-97.200	-93.850	3.350	h;h2o;nadp;nadph;o2	7	27	C;H;N;O;P	R07372	R07372	1	1	0	18	4	1	97.200	1.010	2.340	3.350
rxn02537	7-deoxyloganin,NADPH:oxygen oxidoreductase (7a-hydroxylating)	1.14.13.74	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Deoxyloganin[0] => (1) H2O[0] + (1) NADP[0] + (1) Loganin[0]	-96.190	-97.200	-94.710	2.490	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R03556	R03556	1	2	0	16	4	1	97.200	1.010	1.480	2.490
rxn02448	R03408	1.14.14.1	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) DHA[0] => (1) H2O[0] + (1) NADP[0] + (1) 16alpha-Hydroxydehydroepiandrosterone[0]	-96.190	-97.200	-95.000	2.200	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R03408	R03408	1	1	0	18	4	1	97.200	1.010	1.190	2.200
rxn04987	24-Hydroxycholesterol,NADPH:oxygen oxidoreductase(7alpha-hydroxylating)	1.14.13.99	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Cerebrosterol[0] => (1) H2O[0] + (1) NADP[0] + (1) (24S)-Cholest-5-ene-3beta,7alpha,24-triol[0]	-96.190	-97.200	-93.850	3.350	h;h2o;nadp;nadph;o2	7	27	C;H;N;O;P	R07208	R07208	1	1	0	18	4	1	97.200	1.010	2.340	3.350
rxn39756	13-deoxycarminomycin,NADPH:oxygen oxidoreductase (13-hydroxylating)		OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 13-Deoxycarminomycin[0] => (1) H2O[0] + (1) NADP[0] + (1) 13-Dihydrocarminomycin[0]	-94.390	-95.070	-96.950	2.560	h;h2o;nadp;nadph;o2	7	26	C;H;N;O;P	R06691	R06691	1	2	0	20	4	1	96.950	0.680	2.560	1.880
rxn25038	RXN-8620.c		OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) (E,E)-geranyllinalool[0] => (2) H2O[0] + (1) NADP[0] + (1) 4,8,12-trimethyl-1,3,7,11-tridecatetraene[0] + (1) 1-buten-3-one[0]	-93.320	-93.570	-96.790	3.470	h;h2o;nadp;nadph;o2	8	21	C;H;N;O;P	R10562	R10562	1	1	0	10	5	1	96.790	0.250	3.470	3.220
rxn01567	(-)-menthol,NADPH:oxygen oxidoreductase (8-hydroxylating)	1.14.13.46	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) L-Menthol[0] => (1) H2O[0] + (1) NADP[0] + (1) p-Menthane-3,8-diol[0]	-95.810	-96.630	-94.170	2.460	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R02178	R02178	1	1	0	12	4	1	96.630	0.820	1.640	2.460
rxn39409	calciol,NADPH:oxygen oxidoreductase (25-hydroxylating)	1.14.13.159	OK	(1) H2O[0] + (1) NADP[0] + (1) Calcidiol[0] <= (1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Vitamin D3[0]	95.810	96.630	94.590	2.040	h;h2o;nadp;nadph;o2	7	27	C;H;N;O;P	R03611	R03611	1	14	0	16	4	1	96.630	0.820	1.220	2.040
rxn02215	R03089	1.14.14.1	OK	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Estradiol[0] => (1) H2O[0] + (1) NADP[0] + (1) Estriol[0]	-96.190	-96.530	-95.300	1.230	h;h2o;nadp;nadph;o2	7	21	C;H;N;O;P	R03089	R03089	1	1	0	18	4	1	96.530	0.340	0.890	1.230
