rxn	name	kegg_ids_staged	kegg_ids_alias	kegg_max_reuse	vouched	participant_overlap	dg_dgpredictor	keep	reason
rxn30538	rhamnosyl transferase	R10146		16	0		-31.78	0	unvouched_and_unverifiable
rxn30539	Undecaprenyl phosphate 4-amino-4-deoxy L-arabinose synthase	R10146		16	0		-31.78	0	unvouched_and_unverifiable
rxn30544	Pyrazinamidase	R03540	R03540	5	1	0.500	5.03	1	kegg_id_is_modelseed_alias
rxn30545	undecaprenol kinase (reversible)	R03540		5	0	0.000	5.03	0	unvouched_and_no_shared_participant
rxn30547	F or mate-hydrogen lyase	R03540		5	0	0.500	5.03	0	unvouched
rxn30548	3-hydroxyacyl-CoA dehydrogenase	R03540		5	0	0.000	5.03	0	unvouched_and_no_shared_participant
rxn30549	isoleucine dehydrogenase	R02196	R02196	2	1	0.500	5.09	1	kegg_id_is_modelseed_alias
rxn30550	L-leucine dehydrogenase	R01088	R01088	3	1	0.500	8.92	1	kegg_id_is_modelseed_alias
rxn30551	Manganese oxide reductase	R01088		3	0	0.000	8.92	0	unvouched_and_no_shared_participant
rxn30552	phenylalanine ammonia-lyase	R00697	R00697	11	1	0.500	-0.8	1	kegg_id_is_modelseed_alias
rxn30553	putrescine/ or nithine antip or ter	R00697		11	0	0.000	-0.8	0	unvouched_and_no_shared_participant
rxn30554	valine dehydrogenase	R01434	R01434	16	1	0.500	11.08	1	kegg_id_is_modelseed_alias
rxn30555	1.1.1.170-RXN-(NAD)	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30556	1.1.1.170-RXN-(NADP)	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30557	1.14.13.70-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30558	1.14.13.78-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30559	1.14.13.79-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30560	1.14.13.8-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30561	1.14.13.93-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30562	1.2.1.13-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30563	1.2.1.9-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30564	1.2.3.14-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30565	1.3.7.4-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30566	1.5.1.7-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30567	1.5.1.8-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30568	1.5.1.9-RXN	R01434		16	0	0.000	11.08	0	unvouched_and_no_shared_participant
rxn30576	2PGADEHYDRAT-RXN	R00658	R00658	10	1	1.000	-1.0	1	kegg_id_is_modelseed_alias
rxn30577	2TRANSKETO-RXN	R00658		10	0	0.000	-1.0	0	unvouched_and_no_shared_participant
rxn30578	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	R01226	R01226	4	1	0.500	-6.18	1	kegg_id_is_modelseed_alias
rxn30579	3-CYANOALANINE-HYDRATASE-RXN	R01267	R01267	3	1	0.500	-3.54	1	kegg_id_is_modelseed_alias
rxn30580	3-DEHYDROQUINATE-DEHYDRATASE-RXN	R03084	R03084	5	1	0.500	-1.27	1	kegg_id_is_modelseed_alias
rxn30581	3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	R03084		5	0	0.000	-1.27	0	unvouched_and_no_shared_participant
rxn30582	3.1.3.46-RXN	R02731	R02731	2	1	1.000	0.87	1	kegg_id_is_modelseed_alias
rxn30583	3.1.3.56-RXN	R03394	R03394	9	1	0.500	2.95	1	kegg_id_is_modelseed_alias
rxn30584	3.2.1.26-RXN	R03394		9	0	0.000	2.95	0	unvouched_and_no_shared_participant
rxn30585	3.2.1.68-RXN	R03394		9	0	0.000	2.95	0	unvouched_and_no_shared_participant
rxn30586	3.5.2.17-RXN	R03394		9	0	0.000	2.95	0	unvouched_and_no_shared_participant
rxn30587	3.5.5.4-RXN	R03394		9	0	0.000	2.95	0	unvouched_and_no_shared_participant
rxn30588	3.6.1.17-RXN	R03394		9	0	0.000	2.95	0	unvouched_and_no_shared_participant
rxn30589	4.1.99.4-RXN	R00997	R00997	5	1	0.500	6.77	1	kegg_id_is_modelseed_alias
rxn30590	5-OXOPROLINASE-(ATP-HYDROLYSING)-RXN	R00251	R00251	2	1	1.000	-7.51	1	kegg_id_is_modelseed_alias
rxn30591	6-PHYT-RXN	R03372	R03372	6	1	0.500	7.33	1	kegg_id_is_modelseed_alias
rxn30592	6.3.4.16-RXN	R00149	R00149	11	1	0.000	-0.02	1	kegg_id_is_modelseed_alias
rxn30593	6PGLUCONOLACT-RXN	R00149		11	0	0.000	-0.02	0	unvouched_and_no_shared_participant
rxn30594	ACETOLACTREDUCTOISOM-RXN	R00149		11	0	0.000	-0.02	0	unvouched_and_no_shared_participant
rxn30595	ACETOOHBUTREDUCTOISOM-RXN	R00149		11	0	0.000	-0.02	0	unvouched_and_no_shared_participant
rxn30596	ACETYLORNDEACET-RXN	R00669	R00669	6	1	1.000	-4.79	1	kegg_id_is_modelseed_alias
rxn30597	ADDALT-RXN	R00669		6	0	0.000	-4.79	0	unvouched_and_no_shared_participant
rxn30598	ADENODEAMIN-RXN	R00669		6	0	0.000	-4.79	0	unvouched_and_no_shared_participant
rxn30599	ADENOSINE-NUCLEOSIDASE-RXN	R00669		6	0	0.000	-4.79	0	unvouched_and_no_shared_participant
rxn30600	ADENOSYLHOMOCYSTEINASE-RXN	R00192	R00192	4	1	0.667	8.31	1	kegg_id_is_modelseed_alias
rxn30601	AGMATIN-RXN	R01157	R01157	4	1	1.000	-6.86	1	kegg_id_is_modelseed_alias
rxn30602	AGMATINE-DEIMINASE-RXN	R01416	R01416	8	1	1.000	-8.02	1	kegg_id_is_modelseed_alias
rxn30603	AKGEquiv	R01416		8	0	0.000	-8.02	0	unvouched_and_no_shared_participant
rxn30604	ALDOSE1EPIM-RXN	R01416		8	0	0.000	-8.02	0	unvouched_and_no_shared_participant
rxn30605	ALLANTOATE-DEIMINASE-RXN	R01416		8	0	0.000	-8.02	0	unvouched_and_no_shared_participant
rxn30606	ALLANTOICASE-RXN	R02422	R02422	4	1	1.000	0.36	1	kegg_id_is_modelseed_alias
rxn30607	ALLANTOINASE-RXN	R02424	R02424	7	1		0.58	1	kegg_id_is_modelseed_alias
rxn30608	ALLYSINE-DEHYDROG-RXN	R02424		7	0		0.58	0	unvouched_and_unverifiable
rxn30609	ALPHAGALACTOSID-RXN	R02424		7	0		0.58	0	unvouched_and_unverifiable
rxn30610	AMP-DEAMINASE-RXN	R02424		7	0		0.58	0	unvouched_and_unverifiable
rxn30611	AMP-DEPHOSPHORYLATION-RXN	R00183	R00183	16	1	1.000	-2.97	1	kegg_id_is_modelseed_alias
rxn30612	AMYLOMALT-RXN	R00183		16	0	0.000	-2.97	0	unvouched_and_no_shared_participant
rxn30613	APIGNAR-RXN	R00183		16	0	0.000	-2.97	0	unvouched_and_no_shared_participant
rxn30614	APYRASE-RXN	R00183		16	0		-2.97	0	unvouched_and_unverifiable
rxn30615	ARGINASE-RXN	R00551	R00551	21	1	1.000	-6.86	1	kegg_id_is_modelseed_alias
rxn30616	ARGININE-2-MONOOXYGENASE-RXN	R00559	R00559	2	1	1.000	-108.97	1	kegg_id_is_modelseed_alias
rxn30617	ARGININE-DEIMINASE-RXN	R00552	R00552	7	1	1.000	-8.32	1	kegg_id_is_modelseed_alias
rxn30618	ASPARAGHYD-RXN	R00485	R00485	11	1	1.000	-3.93	1	kegg_id_is_modelseed_alias
rxn30619	AconDHatase	R01325	R01325	7	1	1.000	1.99	1	kegg_id_is_modelseed_alias
rxn30620	AconHydr	R01900	R01900	17	1	0.500	0.18	1	kegg_id_is_modelseed_alias
rxn30621	AlphaKGDH	R01900		17	0	0.000	0.18	0	unvouched_and_no_shared_participant
rxn30622	BETA-UREIDOPROPIONASE-RXN	R01900		17	0	0.000	0.18	0	unvouched_and_no_shared_participant
rxn30623	BETAGALACTOSID-RXN	R01900		17	0	0.000	0.18	0	unvouched_and_no_shared_participant
rxn30624	BIS(5'-ADENOSYL)-TRIPHOSPHATASE-RXN	R01900		17	0	0.000	0.18	0	unvouched_and_no_shared_participant
rxn30625	CARBODEHYDRAT-RXN	R01900		17	0	0.000	0.18	0	unvouched_and_no_shared_participant
rxn30626	CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN	R01900		17	0	0.000	0.18	0	unvouched_and_no_shared_participant
rxn30627	CARBPSYN-RXN	R00575	R00575	12	1	0.500	-1.62	1	kegg_id_is_modelseed_alias
rxn30628	CARNRACE-RXN	R00575		12	0	0.000	-1.62	0	unvouched_and_no_shared_participant
rxn30629	CHLOROPHYLLASE-RXN	R00575		12	0	0.000	-1.62	0	unvouched_and_no_shared_participant
rxn30630	CITRULLINASE-RXN	R00575		12	0	0.000	-1.62	0	unvouched_and_no_shared_participant
rxn30631	CITSYN-RXN	R00575		12	0	0.000	-1.62	0	unvouched_and_no_shared_participant
rxn30632	CONIFERIN-BETA-GLUCOSIDASE-RXN	R02595	R02595	6	1	0.333	6.45	1	kegg_id_is_modelseed_alias
rxn30633	CYSTAGLY-RXN	R01001	R01001	15	1	0.667	1.63	1	kegg_id_is_modelseed_alias
rxn30634	CYSTATHIONINE-BETA-LYASE-RXN	R01286	R01286	27	1	1.000	0.4	1	kegg_id_is_modelseed_alias
rxn30635	CYSTATHIONINE-BETA-SYNTHASE-RXN	R01290	R01290	9	1	1.000	-7.53	1	kegg_id_is_modelseed_alias
rxn30636	CYTIDEAM-RXN	R01290		9	0	0.000	-7.53	0	unvouched_and_no_shared_participant
rxn30637	CYTIDEAM2-RXN	R01290		9	0	0.000	-7.53	0	unvouched_and_no_shared_participant
rxn30638	CYTOCHROME-C-OXIDASE-RXN	R01290		9	0	0.000	-7.53	0	unvouched_and_no_shared_participant
rxn30639	CisAconEquiv	R01290		9	0	0.000	-7.53	0	unvouched_and_no_shared_participant
rxn30640	CitEquiv	R01290		9	0	0.000	-7.53	0	unvouched_and_no_shared_participant
rxn30641	CitSynth	R01290		9	0	0.000	-7.53	0	unvouched_and_no_shared_participant
rxn30642	Complex_I	R01290		9	0	0.000	-7.53	0	unvouched_and_no_shared_participant
rxn30649	DAHPSYN-RXN	R01826	R01826	10	1	0.333	-17.87	1	kegg_id_is_modelseed_alias
rxn30650	DCTP-DEAM-RXN	R01826		10	0	0.000	-17.87	0	unvouched_and_no_shared_participant
rxn30651	DCYSDESULF-RXN	R01826		10	0	0.333	-17.87	0	unvouched
rxn30652	DECAPCISTRANSFER-RXN	R01826		10	0	0.000	-17.87	0	unvouched_and_no_shared_participant
rxn30653	DIHYDRODIPICSYN-RXN	R01826		10	0	0.333	-17.87	0	unvouched
rxn30654	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	R04621	R04621	5	1		2.15	1	kegg_id_is_modelseed_alias
rxn30655	DIHYDROOROT-RXN	R04621		5	0		2.15	0	unvouched_and_unverifiable
rxn30656	DIHYDROPYRIMIDINASE-RXN	R04621		5	0		2.15	0	unvouched_and_unverifiable
rxn30657	DIHYDROXYISOVALDEHYDRAT-RXN	R04621		5	0		2.15	0	unvouched_and_unverifiable
rxn30658	DIHYDROXYMETVALDEHYDRAT-RXN	R05070	R05070	20	1	0.000	-12.07	1	kegg_id_is_modelseed_alias
rxn30659	DOLICHOL-KINASE-RXN	R05070		20	0	0.000	-12.07	0	unvouched_and_no_shared_participant
rxn30660	DOPAMINE-BETA-MONOOXYGENASE-RXN	R02535	R02535	2	1	0.500	-69.28	1	kegg_id_is_modelseed_alias
rxn30661	DTDPGLUCDEHYDRAT-RXN	R06513	R06513	10	1	0.500	-8.28	1	kegg_id_is_modelseed_alias
rxn30662	DTDPKIN-RXN	R06513		10	0	0.000	-8.28	0	unvouched_and_no_shared_participant
rxn30663	DUTP-PYROP-RXN	R06513		10	0	0.000	-8.28	0	unvouched_and_no_shared_participant
rxn30664	ETHYL-RXN	R06513		10	0	0.000	-8.28	0	unvouched_and_no_shared_participant
rxn30665	F16BDEPHOS-RXN	R04780	R04780	8	1	1.000	-1.41	1	kegg_id_is_modelseed_alias
rxn30666	FA_Synth	R04780		8	0	0.000	-1.41	0	unvouched_and_no_shared_participant
rxn30667	FGAMSYN-RXN	R04463	R04463	7	1	0.500	-25.58	1	kegg_id_is_modelseed_alias
rxn30668	FORMALDEHYDE-DEHYDROGENASE-RXN	R04463		7	0	0.000	-25.58	0	unvouched_and_no_shared_participant
rxn30669	FORMAMIDASE-RXN	R00524	R00524	18	1	1.000	-14.16	1	kegg_id_is_modelseed_alias
rxn30670	FORMYLTHFDEFORMYL-RXN	R00524		18	0	0.333	-14.16	0	unvouched
rxn30671	FUC4NACTRANS-RXN	R00524		18	0	0.000	-14.16	0	unvouched_and_no_shared_participant
rxn30672	FUMARYLACETOACETASE-RXN	R00524		18	0	0.000	-14.16	0	unvouched_and_no_shared_participant
rxn30673	FumEquiv	R00524		18	0	0.000	-14.16	0	unvouched_and_no_shared_participant
rxn30674	Fumarase	R00524		18	0	0.000	-14.16	0	unvouched_and_no_shared_participant
rxn30675	GALACTONOLACTONE-DEHYDROGENASE-RXN	R00524		18	0	0.000	-14.16	0	unvouched_and_no_shared_participant
rxn30676	GAPOXNPHOSPHN-RXN	R00524		18	0	0.000	-14.16	0	unvouched_and_no_shared_participant
rxn30677	GDPMANDEHYDRA-RXN	R00888	R00888	4	1	0.500	-9.64	1	kegg_id_is_modelseed_alias
rxn30678	GLUTAMATE-DEHYDROGENASE-(NAD(P)+)-RXN-(NAD)	R00888		4	0	0.000	-9.64	0	unvouched_and_no_shared_participant
rxn30679	GLUTAMATE-DEHYDROGENASE-(NAD(P)+)-RXN-(NADP)	R00248	R00248	39	1	1.000	8.64	1	kegg_id_is_modelseed_alias
rxn30680	GLUTAMIN-RXN	R00256	R00256	12	1	1.000	-2.78	1	kegg_id_is_modelseed_alias
rxn30681	GLUTATHIONE-PEROXIDASE-RXN	R00256		12	0	0.000	-2.78	0	unvouched_and_no_shared_participant
rxn30682	GLYC3PDEHYDROG-RXN	R00256		12	0	0.000	-2.78	0	unvouched_and_no_shared_participant
rxn30683	GLYCEROL-KIN-RXN	R00256		12	0	0.000	-2.78	0	unvouched_and_no_shared_participant
rxn30685	GLYCOLALD-DEHYDROG-RXN	R00256		12	0	0.000	-2.78	0	unvouched_and_no_shared_participant
rxn30686	GLYOHMETRANS-RXN	R00945	R00945	11	1	0.750	1.7	1	kegg_id_is_modelseed_alias
rxn30687	GLYOXII-RXN	R00945		11	0	0.000	1.7	0	unvouched_and_no_shared_participant
rxn30688	GMP-SYN-GLUT-RXN	R00945		11	0	0.000	1.7	0	unvouched_and_no_shared_participant
rxn30689	GPH-RXN	R01334	R01334	15	1	1.000	-6.88	1	kegg_id_is_modelseed_alias
rxn30690	GTP-CYCLOHYDRO-I-RXN	R01334		15	0	0.000	-6.88	0	unvouched_and_no_shared_participant
rxn30691	GTP-CYCLOHYDRO-II-RXN	R01334		15	0	0.000	-6.88	0	unvouched_and_no_shared_participant
rxn30692	GUANINE-DEAMINASE-RXN	R01334		15	0	0.000	-6.88	0	unvouched_and_no_shared_participant
rxn30693	GUANOSINE-DEAMINASE-RXN	R01334		15	0	0.000	-6.88	0	unvouched_and_no_shared_participant
rxn30694	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	R01334		15	0	0.000	-6.88	0	unvouched_and_no_shared_participant
rxn30695	HEMEOSYN-RXN	R01334		15	0	0.000	-6.88	0	unvouched_and_no_shared_participant
rxn30696	HISTALDEHYD-RXN	R01334		15	0	0.000	-6.88	0	unvouched_and_no_shared_participant
rxn30697	HISTCYCLOHYD-RXN	R04037	R04037	5	1	0.500	-13.97	1	kegg_id_is_modelseed_alias
rxn30698	HISTIDPHOS-RXN	R03013	R03013	13	1	0.500	-3.75	1	kegg_id_is_modelseed_alias
rxn30699	HISTPRATPHYD-RXN	R03013		13	0	0.000	-3.75	0	unvouched_and_no_shared_participant
rxn30700	HYDROPEROXIDE-DEHYDRATASE-RXN	R03013		13	0	0.000	-3.75	0	unvouched_and_no_shared_participant
rxn30701	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	R03013		13	0	0.000	-3.75	0	unvouched_and_no_shared_participant
rxn30702	HYDROXYPRODEHYDROG-RXN	R03013		13	0	0.000	-3.75	0	unvouched_and_no_shared_participant
rxn30703	HYDROXYPYRROLINEDEH-RXN	R03013		13	0	0.000	-3.75	0	unvouched_and_no_shared_participant
rxn30704	ICOSANOYL-COA-SYNTHASE-RXN-(NAD)	R03013		13	0	0.000	-3.75	0	unvouched_and_no_shared_participant
rxn30705	ICOSANOYL-COA-SYNTHASE-RXN-(NADP)	R03013		13	0	0.000	-3.75	0	unvouched_and_no_shared_participant
rxn30706	ICitEquiv	R03013		13	0	0.000	-3.75	0	unvouched_and_no_shared_participant
rxn30707	IGPSYN-RXN	R03013		13	0	0.000	-3.75	0	unvouched_and_no_shared_participant
rxn30708	IMIDPHOSDEHYD-RXN	R03457	R03457	6	1	0.000	-20.33	1	kegg_id_is_modelseed_alias
rxn30709	IMP-DEHYDROG-RXN	R03457		6	0	0.000	-20.33	0	unvouched_and_no_shared_participant
rxn30710	IMPCYCLOHYDROLASE-RXN	R01127	R01127	8	1	0.500	-18.93	1	kegg_id_is_modelseed_alias
rxn30711	INDOLE-3-ACETALDEHYDE-OXIDASE-RXN	R01127		8	0	0.000	-18.93	0	unvouched_and_no_shared_participant
rxn30713	INOSINE-NUCLEOSIDASE-RXN	R01127		8	0	0.000	-18.93	0	unvouched_and_no_shared_participant
rxn30714	ISPH2-RXN-(NAD)	R01127		8	0	0.000	-18.93	0	unvouched_and_no_shared_participant
rxn30715	ISPH2-RXN-(NADP)	R01127		8	0	0.000	-18.93	0	unvouched_and_no_shared_participant
rxn30716	IsoCitDH	R01127		8	0	0.000	-18.93	0	unvouched_and_no_shared_participant
rxn30717	KDO-8PPHOSPHAT-RXN	R03350	R03350	4	1	0.000	-3.88	1	kegg_id_is_modelseed_alias
rxn30718	KDO-8PSYNTH-RXN	R03254	R03254	4	1	0.333	19.37	1	kegg_id_is_modelseed_alias
rxn30719	KETOLACTOSE-RXN	R04783	R04783;R06144	5	1	1.000	4.99	1	kegg_id_is_modelseed_alias
rxn30720	L-ASCORBATE-OXIDASE-RXN	R04783		5	0	0.000	4.99	0	unvouched_and_no_shared_participant
rxn30721	L-ASCORBATE-PEROXIDASE-RXN	R04783		5	0	0.000	4.99	0	unvouched_and_no_shared_participant
rxn30722	L-ASPARTATE-OXIDASE-RXN	R00357	R00357	15	1	0.667	-22.27	1	kegg_id_is_modelseed_alias
rxn30723	LACCASE-RXN	R00357		15	0	0.000	-22.27	0	unvouched_and_no_shared_participant
rxn30724	LACTALDDEHYDROG-RXN	R00357		15	0	0.000	-22.27	0	unvouched_and_no_shared_participant
rxn30725	LEUCPEL-RXN	R00357		15	0	0.000	-22.27	0	unvouched_and_no_shared_participant
rxn30726	LIPIDXSYNTHESIS-RXN	R00357		15	0	0.000	-22.27	0	unvouched_and_no_shared_participant
rxn30727	LUMAZINESYN-RXN	R00357		15	0	0.000	-22.27	0	unvouched_and_no_shared_participant
rxn30728	MALSYN-RXN	R00357		15	0	0.000	-22.27	0	unvouched_and_no_shared_participant
rxn30729	MALTODEXGLUCOSID-RXN	R00357		15	0	0.000	-22.27	0	unvouched_and_no_shared_participant
rxn30730	METHENYLTHFCYCLOHYDRO-RXN	R00357		15	0	0.000	-22.27	0	unvouched_and_no_shared_participant
rxn30731	METHIONINE-GAMMA-LYASE-RXN	R00654	R00654	7	1	0.333	5.92	1	kegg_id_is_modelseed_alias
rxn30732	METHYLACYLYLCOA-HYDROXY-RXN	R00654		7	0	0.000	5.92	0	unvouched_and_no_shared_participant
rxn30733	METHYLGLUTACONYL-COA-HYDRATASE-RXN	R02085	R02085	6	1	0.500	-13.08	1	kegg_id_is_modelseed_alias
rxn30734	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	R01401	R01401	4	1	0.667	0.46	1	kegg_id_is_modelseed_alias
rxn30735	MYO-INOSITOL-OXYGENASE-RXN	R01401		4	0	0.000	0.46	0	unvouched_and_no_shared_participant
rxn30736	N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	R01401		4	0	0.000	0.46	0	unvouched_and_no_shared_participant
rxn30737	NADPPHOSPHAT-RXN	R00118	R00118	11	1		-3.55	1	kegg_id_is_modelseed_alias
rxn30738	NICOTINAMID-RXN	R01268	R01268	13	1	0.500	-6.41	1	kegg_id_is_modelseed_alias
rxn30739	NITRATE-REDUCTASE-(NADH)-RXN	R01268		13	0	0.000	-6.41	0	unvouched_and_no_shared_participant
rxn30740	NMNNUCLEOSID-RXN	R01268		13	0	0.333	-6.41	0	unvouched
rxn30741	O-SUCCINYLBENZOATE-COA-SYN-RXN	R01268		13	0	0.000	-6.41	0	unvouched_and_no_shared_participant
rxn30742	OCTADECANAL-DECARBONYLASE-RXN	R03728	R03728	4	1	0.667	-114.89	1	kegg_id_is_modelseed_alias
rxn30743	OHMETHYLBILANESYN-RXN	R00084	R00084	15	1	1.000	-68.01	1	kegg_id_is_modelseed_alias
rxn30745	PEPCARBOX-RXN	R00084		15	0	0.000	-68.01	0	unvouched_and_no_shared_participant
rxn30746	PHOSGLYPHOS-RXN	R00084		15	0	0.000	-68.01	0	unvouched_and_no_shared_participant
rxn30747	PMPOXI-RXN	R00277	R00277	7	1	0.667	-23.3	1	kegg_id_is_modelseed_alias
rxn30748	POLYAMINE-OXIDASE-RXN	R03899	R03899	14	1	0.250	-15.15	1	kegg_id_is_modelseed_alias
rxn30749	PORPHOBILSYNTH-RXN	R03899		14	0	0.000	-15.15	0	unvouched_and_no_shared_participant
rxn30750	PROTOPORGENOXI-RXN	R03899		14	0	0.000	-15.15	0	unvouched_and_no_shared_participant
rxn30751	PRPPAMIDOTRANS-RXN	R03899		14	0	0.000	-15.15	0	unvouched_and_no_shared_participant
rxn30752	PSEUDOURIDYLATE-SYNTHASE-RXN	R01055	R01055	11	1	0.667	-5.84	1	kegg_id_is_modelseed_alias
rxn30753	PyrDH	R01055		11	0	0.000	-5.84	0	unvouched_and_no_shared_participant
rxn30754	QUINOLINATE-SYNTHA-RXN	R01055		11	0	0.000	-5.84	0	unvouched_and_no_shared_participant
rxn30755	QUINOLINATE-SYNTHE-MULTI-RXN	R01055		11	0	0.000	-5.84	0	unvouched_and_no_shared_participant
rxn30756	R145-RXN	R01055		11	0	0.000	-5.84	0	unvouched_and_no_shared_participant
rxn30757	R222-RXN	R01055		11	0	0.000	-5.84	0	unvouched_and_no_shared_participant
rxn30758	R309-RXN	R01055		11	0	0.000	-5.84	0	unvouched_and_no_shared_participant
rxn30759	R310-RXN	R05379	R05379	3	1	0.500	-9.07	1	kegg_id_is_modelseed_alias
rxn30760	R311-RXN	R05551	R05551	11	1		-1.6	1	kegg_id_is_modelseed_alias
rxn30761	R312-RXN	R05551		11	0		-1.6	0	unvouched_and_unverifiable
rxn30762	R313-RXN	R05551		11	0		-1.6	0	unvouched_and_unverifiable
rxn30763	R9-RXN	R03027	R03027	4	1	0.500	1.54	1	kegg_id_is_modelseed_alias
rxn30764	RIBOFLAVINSYNDEAM-RXN	R03027		4	0	0.000	1.54	0	unvouched_and_no_shared_participant
rxn30765	RIBOKIN-RXN	R03027		4	0	0.000	1.54	0	unvouched_and_no_shared_participant
rxn30766	RIBOPHOSPHAT-RXN	R07280	R07280	9	1	0.000	-2.93	1	kegg_id_is_modelseed_alias
rxn30767	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	R07280		9	0	0.000	-2.93	0	unvouched_and_no_shared_participant
rxn30768	RIBULP3EPIM-RXN	R07280		9	0	0.000	-2.93	0	unvouched_and_no_shared_participant
rxn30769	RXN-1061	R07280		9	0	0.000	-2.93	0	unvouched_and_no_shared_participant
rxn30770	RXN-1062	R07280		9	0	0.000	-2.93	0	unvouched_and_no_shared_participant
rxn30771	RXN-1063	R07280		9	0	0.000	-2.93	0	unvouched_and_no_shared_participant
rxn30772	RXN-1064	R07280		9	0	0.000	-2.93	0	unvouched_and_no_shared_participant
rxn30773	RXN-1065	R09464	R09464	52	1	1.000	6.82	1	kegg_id_is_modelseed_alias
rxn30774	RXN-1103	R09464		52	0	0.000	6.82	0	unvouched_and_no_shared_participant
rxn30775	RXN-1121	R09464		52	0	0.000	6.82	0	unvouched_and_no_shared_participant
rxn30776	RXN-114	R09464		52	0	0.000	6.82	0	unvouched_and_no_shared_participant
rxn30777	RXN-1142	R09464		52	0	0.000	6.82	0	unvouched_and_no_shared_participant
rxn30778	RXN-1161	R09464		52	0	0.000	6.82	0	unvouched_and_no_shared_participant
rxn30779	RXN-118	R09464		52	0	0.000	6.82	0	unvouched_and_no_shared_participant
rxn30780	RXN-1223	R05775	R05775	15	1	1.000	41.7	1	kegg_id_is_modelseed_alias
rxn30781	RXN-1241-(NAD)	R05775		15	0	0.000	41.7	0	unvouched_and_no_shared_participant
rxn30782	RXN-1241-(NADP)	R05775		15	0	0.000	41.7	0	unvouched_and_no_shared_participant
rxn30783	RXN-1347	R05775		15	0	0.000	41.7	0	unvouched_and_no_shared_participant
rxn30784	RXN-1348	R05775		15	0	0.000	41.7	0	unvouched_and_no_shared_participant
rxn30785	RXN-1401	R02173	R02173	7	1	0.333	-27.8	1	kegg_id_is_modelseed_alias
rxn30786	RXN-1402	R02173		7	0	0.000	-27.8	0	unvouched_and_no_shared_participant
rxn30787	RXN-1403	R04093	R04093	5	1	0.500	-43.84	1	kegg_id_is_modelseed_alias
rxn30788	RXN-1404	R04093		5	0	0.500	-43.84	0	unvouched
rxn30789	RXN-1405	R08604	R08604	9	1	1.000	-57.71	1	kegg_id_is_modelseed_alias
rxn30790	RXN-1407	R08604		9	0	0.000	-57.71	0	unvouched_and_no_shared_participant
rxn30791	RXN-1444	R08604		9	0	0.000	-57.71	0	unvouched_and_no_shared_participant
rxn30792	RXN-1461	R00801	R00801;R06087	20	1	0.667	-6.22	1	kegg_id_is_modelseed_alias
rxn30793	RXN-1481	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30794	RXN-1484	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30795	RXN-1485	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30796	RXN-172	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30797	RXN-1827	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30798	RXN-2001	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30799	RXN-2002	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30800	RXN-2005	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30801	RXN-2007	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30802	RXN-2008	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30803	RXN-2009	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30804	RXN-2122	R00801		20	0	0.000	-6.22	0	unvouched_and_no_shared_participant
rxn30805	RXN-2141	R00028	R00028	31	1	0.000	5.81	1	kegg_id_is_modelseed_alias
rxn30806	RXN-2202	R00028		31	0	0.000	5.81	0	unvouched_and_no_shared_participant
