rxn	name	ec_class	dg_gc	dg_eq	dg_dgp	cluster
rxn16735	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (-)-delta-cadinene-forming]	4	-44.580	-155.060	-31.390	5
rxn16736	(2E,6E)-farnesyl-diphosphate diphosphate-lyase [cyclizing, (+)-T-muurolol-forming]	4	-51.700	-141.980	-10.780	-1
rxn16737	9alpha-copalyl-diphosphate diphosphate-lyase [(12E)-9alpha-labda-8(17),12,14-triene-forming]	4	-13.170	-6.770	-6.340	-1
rxn16739	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (7-epi-sesquithujene-forming)	4	-41.930	-99.600	-33.780	5
rxn16740	(2E,6E)-farnesyl-diphosphate diphosphate-lyase (sesquithujene-forming)	4	-41.930	-99.600	-34.030	5
rxn16742	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose:dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose isomerase	5	0.000	-3.700	0.570	-1
rxn16744	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, shionone-forming)	5	-116.600	-156.100	-23.150	-1
rxn16745	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, parkeol-forming)	5	-95.390	-196.480	-31.700	5
rxn16746	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, achilleol-B-forming)	5	-44.020	-114.330	-22.620	5
rxn16747	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, glutinol-forming)	5	-121.630	-252.260	-33.510	5
rxn16748	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, friedelin-forming)	5	-143.270	-214.360	-25.900	5
rxn16750	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, alpha-seco-amyrin-forming)	5	-97.000	-179.670	-30.070	5
rxn16751	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, marneral-forming)	5	-9.440	-29.370	-13.940	-1
rxn16752	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, beta-seco-amyrin-forming)	5	-96.330	-177.240	-30.540	5
rxn16753	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, delta-amyrin-forming)	5	-112.810	-253.890	-32.820	5
rxn16754	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, tirucalla-7,24-dien-3beta-ol-forming)	5	-95.390	-196.480	-31.810	5
rxn16755	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, baruol-forming)	5	-94.960	-194.010	-30.760	5
rxn16756	prosolanapyrone-III:(-)-solanapyrone A isomerase	5	-29.120	-126.680	-26.040	5
rxn16758	cholesterol:NAD+ 3-oxidoreductase	1;5	0.750	-0.280	6.560	-1
rxn16760	(+)-linalool,NADH:oxygen oxidoreductase (8-hydroxylating)	1	-92.580	-94.120	-88.790	-1
rxn16761	(-)-linalool,NADH:oxygen oxidoreductase (8-hydroxylating)	1	-92.580	-94.120	-88.790	-1
rxn16762	8-hydroxylinalool,NADH:oxygen 8-oxidoreductase	1	-105.110	-104.620	-102.050	-1
rxn16763	linalool,NADH:oxygen oxidoreductase (8-hydroxylating)	1	-197.690	-198.750	-193.300	15
rxn16764	linalool,NADH:oxygen oxidoreductase (8-hydroxylating)	1	-197.690	-198.750	-193.300	15
rxn16765	linalool,NADH:oxygen oxidoreductase (8-hydroxylating)	1	-197.690	-198.750	-193.300	15
rxn16766	(6E)-8-hydroxygeraniol:NADP+ oxidoreductase	1	3.670	4.890	3.150	22
rxn16767	(6E)-8-hydroxygeranial:NADP+ oxidoreductase	1	3.670	4.890	8.320	22
rxn16768	(6E)-8-hydroxygeraniol:NADP+ oxidoreductase	1	3.670	4.890	9.750	22
rxn16769	(6E)-8-oxogeraniol:NADP+ oxidoreductase	1	3.670	4.890	1.710	22
rxn16771	eugenol:NADP+ oxidoreductase (coniferyl acetate reducing)	1	19.880	21.790	14.520	-1
rxn16772	(S)-benzoin:NADP+ oxidoreductase	1	4.670	4.440	-7.030	-1
rxn16773	(R)-benzoin:NADP+ oxidoreductase	1	4.670	4.440	-7.030	-1
rxn16775	(+)-sabinene,NADPH:oxygen oxidoreductase (3-hydroxylating)	1	-99.870	-97.200	-95.130	-1
rxn16779	S-adenosyl-L-methionine:5-carbamimidamido-2-oxopentanoate 3-methyltransferase	2	-19.200	-3.470	0.930	-1
rxn16780	S-adenosyl-L-methionine:geranyl-diphosphate 2-C-methyltransferase	2	-19.760	-4.470	-6.020	-1
rxn16781	3-O-alpha-D-glucopyranosyl-D-glucopyranose:phosphate beta-D-glucosyltransferase	2	-10.330	2.460	7.070	0
rxn16782	3-O-alpha-D-glucopyranosyl-D-glucopyranose:phosphate beta-D-glucosyltransferase	2	-10.330	2.860	7.070	0
rxn16783	3-O-alpha-D-glucopyranosyl-D-glucopyranose:phosphate beta-D-glucosyltransferase	2	-10.330	2.860	7.070	0
rxn16784	N,N'-diacetylchitobiose:phosphate N-acetyl-D-glucosaminyltransferase	2	-10.330	2.590	6.390	0
rxn16785	N,N'-diacetylchitobiose:phosphate N-acetyl-D-glucosaminyltransferase	2	-10.330	2.870	6.390	0
rxn16786	4-O-beta-D-mannopyranosyl-D-glucopyranose:phosphate alpha-D-mannosyltransferase	2	-10.330	2.460	-0.370	-1
rxn16787	4-O-beta-D-mannopyranosyl-D-glucopyranose:phosphate alpha-D-mannosyltransferase	2	-10.330	2.860	-0.370	-1
rxn16788	4-O-beta-D-mannopyranosyl-D-glucopyranose:phosphate alpha-D-mannosyltransferase	2	-10.330	2.860	-0.370	-1
rxn16790	ATP:alpha-maltose 1-phosphotransferase	2	-14.030	-0.700	-0.350	-1
rxn16791	ATP:alpha-maltose 1-phosphotransferase	2	-14.030	-0.700	-0.350	-1
rxn16792	ATP:alpha-maltose 1-phosphotransferase	2	-14.030	-0.660	-0.350	-1
rxn16793	ATP:UDP-N-acetyl-D-glucosamine 3'-phosphotransferase	2	-14.030	-3.000	-1.000	-1
rxn16798	D-chiro-inositol:NAD+ oxidoreductase	1	2.300	-0.610	9.490	12
rxn16799	R09952	5	0.000	0.000	3.130	-1
rxn16800	scyllo-inositol:NAD+ oxidoreductase	1	2.300	-0.280	12.620	-1
rxn16801	scyllo-inositol:NADP+ oxidoreductase	1	2.300	-0.280	12.040	-1
rxn16802	5-androstene-3,17-dione delta5-delta4-isomerase	5	-1.550	0.400	7.320	-1
rxn16803	epiandrosterone:NAD+ oxidoreductase	1	2.300	-0.280	7.540	12
rxn16804	dehydroepiandrosterone:NAD+ oxidoreductase	1	2.300	-0.280	-1.110	11
rxn16805	(S)-ethylmalonyl-CoA carboxy-lyase (butanoyl-CoA-forming)	4	-3.090	-3.150	-3.510	31
rxn16807	(2Z,4Z)-2-hydroxyhexa-2,4-dienoate hydro-lyase	4	-8.660	0.180	-10.910	-1
rxn16809	geranyl-diphosphate diphosphate-lyase [(E)-beta-ocimene-forming]	4	-13.170	-6.770	-9.830	-1
rxn16810	geranyl-diphosphate diphosphate-lyase [cyclizing, (+)-car-3-ene-forming]	4	-33.350	-142.270	-30.170	5
rxn16812	geranyl-diphosphate diphosphate-lyase [cyclizing, (-)-sabinene-forming]	4	-16.290	-94.940	-21.980	4
rxn16813	geranyl-diphosphate diphosphate-lyase [cyclizing, (+)-sabinene-forming]	4	-16.290	-94.940	-21.770	4
rxn16814	geranyl-diphosphate diphosphate-lyase [cyclizing, (+)-alpha-terpineol-forming]	4	-33.470	-37.170	-8.290	-1
rxn16815	geranyl-diphosphate diphosphate-lyase (cyclizing, gamma-terpinene-forming)	4	-34.880	-50.050	-26.690	-1
rxn16816	geranyl-diphosphate diphosphate-lyase (cyclizing, alpha-terpinene-forming)	4	-39.700	-50.050	-14.220	-1
rxn16822	(2E,6E)-farnesyl diphosphate diphosphate-lyase (cyclizing, beta-sesquiphellandrene-forming)	4	-15.640	-39.250	-16.730	-1
rxn16823	2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate isomerase	5	-24.400	-4.060	-0.580	-1
rxn16825	(2S)-ethylmalonyl-CoA epimerase	5	0.000	0.000	-9.020	-1
rxn16826	Ureidoacrylate amidohydrolase	3	-2.040	-13.320	-2.720	-1
rxn16829	R09983	3	-7.620	-4.200	2.640	-1
rxn16832	(+)-thujan-3-ol:NAD+ oxidoreductase	1	2.300	-0.280	4.100	12
rxn16833	(+)-thujan-3-ol:NADP+ oxidoreductase	1	2.300	-0.280	3.520	12
rxn16836	L-threo-tetrahydrobiopterin:NADP+ oxidoreductase	1	9.980	8.900	8.140	18
rxn16839	4-amino-5-aminomethyl-2-methylpyrimidine aminohydrolase	3	2.670	16.600	2.080	-1
rxn16843	methylated-thiol:coenzyme M methyltransferase	2	-5.930	0.450	-6.570	-1
rxn16844	monomethylamine:5-hydroxybenzimidazolylcobamide Co-methyltransferase	2	-3.550	-5.390	-12.320	-1
rxn16845	dimethylamine:5-hydroxybenzimidazolylcobamide Co-methyltransferase	2	-2.330	-3.930	-10.630	-1
rxn16855	dTDP-6-deoxy-L-talose:NADP+ 4-oxidoreductase	1	2.300	-0.280	3.310	12
rxn16860	ketopantoyl lactone reductase	1	4.760	-0.280	7.160	-1
rxn16862	3beta-hydroxy-delta5-C27-steroid oxidoreductase	1	0.750	-0.280	5.600	-1
rxn16863	indole-3-ethanol:NAD+ oxidoreductase	1	5.220	4.890	-2.350	1
rxn16866	3beta(or 20alpha)-hydroxysteroid dehydrogenase	1	2.300	-0.280	-0.570	11
rxn16879	3beta-hydroxy-steroid:NADP+ 3-oxidoreductase	1	2.300	-0.280	5.380	12
rxn16887	(R)-mevalonate:NADP+ oxidoreductase (CoA-acylating)	1	1.170	0.480	4.510	-1
rxn16888	(R)-mevalonate:NADP+ oxidoreductase (CoA-acylating)	1	1.170	0.480	4.510	-1
rxn16889	(R)-mevalonate:NADP+ oxidoreductase (CoA-acylating)	1	1.170	0.480	4.510	-1
rxn16895	(S)-cheilanthifoline,NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)	1	-115.070	-114.390	69.060	-1
rxn16896	(S)-N-methylcoclaurine,NADPH:oxygen oxidoreductase (C-O phenol-coupling)	1	-92.720	-104.860	109.720	-1
rxn16898	(S)-tetrahydrocolumbamine oxidase (methylenedioxy-bridge-forming)	1	-115.070	-114.390	69.060	-1
rxn16900	vitamin-K-epoxide reductase (warfarin-insensitive)	1	-6.060	14.900	10.790	0
rxn16994	D-glucose:D-fructose oxidoreductase	1	-4.010	-5.100	-3.330	-1
rxn16995	D-glucose:D-fructose oxidoreductase	1	-4.010	-5.100	-3.330	-1
rxn17075	valine N-monooxygenase	1	-189.980	-233.560	-178.660	15
rxn17080	trans-5-O-(4-coumaroyl)-D-quinate,NADPH:oxygen oxidoreductase (3'-hydroxylating)	1	-95.830	-105.970	-81.150	26
rxn17087	dihydrosanguinarine 10-monooxygenase	1	-95.830	-105.970	-78.070	26
rxn17088	dihydrochelirubine 12-hydroxylase	1	-95.830	-105.960	-86.230	26
rxn17089	L-lysine 6-monooxygenase (NADPH)	1	-90.630	-55.930	-56.200	-1
rxn17096	7-deoxyloganin,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)	1	-96.190	-97.200	-94.710	28
rxn17099	4-hydroxyacetophenone monooxygenase	1	-113.760	-116.640	-108.410	-1
rxn17124	(S)-scoulerine,NADPH:oxygen oxidoreductase (methylenedioxy-bridge-forming)	1	-115.070	-114.320	67.180	-1
rxn17199	dehydrogenase, glyceraldehyde phosphate (nicotinamide adenine dinucleotide phosphate) (phosphorylating)	1	-9.890	1.250	1.270	0
rxn17223	delta24(241)-sterol reductase	1	12.060	13.870	10.770	-1
rxn17226	loganin:oxygen oxidoreductase (ring-cleaving)	1	-85.380	2.540	-98.830	-1
rxn17243	methylenetetrahydrofolate reductase (NADPH2)	1	3.790	8.920	9.440	-1
rxn17246	lysine-2-oxoglutarate reductase	1	9.210	8.740	8.580	18
rxn17247	saccharopine dehydrogenase (NAD+, L-glutamate-forming)	1	8.210	8.680	10.910	18
rxn17248	AtPAO1	1	-23.500	-20.810	-16.020	34
rxn17378	alpha-(1->2)-L-fucosidase	3	-3.110	-3.040	2.000	9
rxn17384	2-aminoadipic aminotransferase	2	-0.000	-0.170	0.110	16
rxn17404	hexaprenyldihydroxybenzoate methyltransferase	2	-4.360	-1.830	-20.150	6
rxn17405	S-adenosyl-L-methionine:columbamine O-methyltransferase	2	-4.360	-1.840	-23.120	6
rxn17414	24-methylenesterol C-methyltransferase	2	-16.730	-4.590	-7.350	-1
rxn17440	tetrahydromethanopterin methyltransferase	2	-6.400	-11.120	-9.660	-1
rxn17468	sterol carrier protein-chi	2	-5.250	-5.660	-1.560	-1
rxn17487	sinapoylglucose-malate O-sinapoyltransferase	2	0.000	8.450	-5.600	-1
rxn17640	4-hydroxybenzoate nonaprenyltransferase	2	-26.440	-18.750	-21.920	-1
rxn17648	SEPHCHC synthase	2	-6.200	-7.820	-20.300	-1
rxn17649	N8DT	2	-26.440	-18.520	-27.800	-1
rxn17652	L-alanine:3-oxopropanoate aminotransferase	2	1.000	0.960	0.940	-1
rxn17660	putrescine aminotransferase	2	-13.060	-6.300	-11.620	-1
rxn17662	inositol-trisphosphate 3-kinase	2	-14.030	-5.280	-9.890	-1
rxn17663	1D-myo-inositol-tetrakisphosphate 5-kinase	2	-14.030	-6.830	-13.070	-1
rxn17669	ATP:1D-myo-inositol-hexakisphosphate 5-phosphotransferase	2	9.530	0.940	11.210	-1
rxn17678	diphosphate:glycerol 1-phosphotransferase	2	-3.070	-0.880	1.780	-1
rxn17703	PP-IP5 kinase	2	9.530	-1.490	-2.280	2
rxn17704	ethanolamine-phosphate cytidylyltransferase	2	1.070	0.210	-0.230	-1
rxn17705	ethanolamine-phosphate cytidylyltransferase	2	1.070	0.210	-0.230	-1
rxn17713	UTP-monosaccharide-1-phosphate uridylyltransferase	2	1.070	-1.050	-2.420	-1
rxn17744	2KETO-3METHYLVALERATE-RXN.c	1	-8.140	-5.640	-5.690	37
rxn17745	2-oxoglutarate dehydrogenase complex	1;2	-8.140	-6.940	-6.400	-1
rxn17748	phosphoenolpyruvate hydratase	4	-0.870	-0.980	-1.000	-1
rxn17749	dehydropantoate hydroxymethyltransferase	2	-1.470	2.480	-6.180	-1
rxn17751	DHQase	4	-8.480	-1.260	-1.270	-1
rxn17752	DHQase	4	-8.480	-1.260	-1.270	-1
rxn17753	D-3-oxosphinganine reductase	1	3.760	4.290	2.990	22
rxn17754	D-3-oxosphinganine reductase	1	3.760	4.290	2.990	22
rxn17763	3'-nucleotidase (AMP) (periplasm)	3	7.220	-4.120	-1.080	2
rxn17765	3'-nucleotidase (GMP) (periplasm)	3	7.220	-3.130	-1.100	2
rxn17766	3'-nucleotidase (CMP) (periplasm)	3	7.220	-5.090	-1.090	2
rxn17767	3'-nucleotidase (UMP) (periplasm)	3	7.220	-3.320	-0.880	2
rxn17806	arachidoyl-CoA hydrolase	3	-5.750	-5.820	-7.350	41
rxn17810	palmitoyl-CoA deacylase	3	-5.750	-5.800	-7.350	41
rxn17811	Stearoyl-CoA hydrolase	3	-5.750	-5.820	-7.350	41
rxn17853	InsP3/Ins(1,3,4,5)P4 5-phosphatase	3	7.220	-2.430	2.950	-1
rxn17854	Inositol-1,3,4,5-tetrakisphosphate 3-phosphatase	3	7.220	-0.880	3.500	-1
rxn18179	HIUHase	3	2.100	37.830	-1.850	-1
rxn18911	heterotrimeric G-protein GTPase	3	-6.810	-5.560	-6.400	42
rxn18917	GriP mutase	5	0.000	1.000	-0.980	-1
rxn18924	branched-chain oxo acid decarboxylase	4	-4.090	-2.780	-2.720	31
rxn18925	indolepyruvate decarboxylase	4	-4.090	1.210	-5.360	-1
rxn18927	2-dehydro-3-deoxy-L-pentonate aldolase	4	0.750	4.730	4.730	14
rxn18934	2-dehydro-3-deoxy-L-arabinonate dehydratase	4	-9.170	-8.400	-11.890	39
rxn18964	2-keto-4-hydroxyglutaric aldolase	4	3.210	4.360	4.420	22
rxn18965	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN.p	2	-26.440	-18.750	-21.920	-1
rxn18967	5-formyltetrahydrofolate cyclo-ligase (ADP-forming)	6	-8.220	-17.940	-13.900	-1
rxn18970	adenosine 5'-phosphatase	3	7.220	-3.370	-2.970	2
rxn18972	adenosine 5'-phosphatase	3	7.220	-3.340	-2.980	2
rxn18973	adenosine 5'-phosphatase	3	7.220	-1.340	-3.000	2
rxn18974	adenosine 5'-phosphatase	3	7.220	-1.290	-2.960	2
rxn18975	adenosine 5'-phosphatase	3	7.220	-2.050	-2.810	2
rxn18977	serine racemase	5	0.000	-0.130	1.070	-1
rxn18989	ent-copalyl-diphosphate lyase (decyclizing)	5	-22.740	-82.000	-4.970	4
rxn18999	3alpha,7alpha-dihydroxy-5beta-cholestanoyl coenzyme A synthetase	6	-21.550	-2.620	-11.340	-1
rxn19000	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoate-CoA synthetase	6	-21.550	-2.620	-13.210	-1
rxn19004	N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase	6	-80.980	-25.910	-33.980	-1
rxn19010	carbon-dioxide:ammonia ligase (ADP-forming, carbamate-phosphorylating)	6	-16.900	0.140	-0.020	-1
rxn19015	phosphofructokinase (phosphorylating)	2	-14.030	-4.320	-4.990	36
rxn19017	6-phosphogluconolactonase	3	-5.480	-5.310	-5.160	41
rxn19018	6-phosphogluconolactonase	3	-5.480	-5.310	-5.160	41
rxn19025	acetoin:NADP+ oxidoreductase	1	6.220	4.440	2.960	22
rxn19030	2-aceto-2-hydroxy-butyrate synthase	2	-10.530	-5.830	-6.850	-1
rxn19031	beta-acetoacetyl coenzyme A thiolase	2	7.060	6.020	6.290	22
rxn19039	aconitase	4	1.470	1.990	1.990	20
rxn19040	aconitase	4	-0.050	0.140	0.180	16
rxn19041	O-acetyl-L-serine sulfhydrylase	2	-12.950	-11.800	-12.060	-1
rxn19042	O-acetyl-L-serine sulfhydrylase	2	-12.950	-11.800	-12.060	-1
rxn19071	aminodeoxychorismate lyase	4	-36.970	-20.970	-16.450	-1
rxn19073	adenylyl-sulfate sulfohydrolase	3	-30.340	-19.810	-19.670	-1
rxn19075	adenosine phosphosulfokinase	2	-14.030	-3.410	-6.480	36
rxn19085	L-alanine racemase	5	0.000	-0.010	0.000	16
rxn19092	geraniol dehydrogenase	1	3.670	4.890	3.730	22
rxn19123	acetaldehyde dehydrogenase (NAD+)	1	-11.990	-11.480	-11.010	-1
rxn19126	aldose-6-phosphate reductase (NADPH)	1	2.900	4.470	2.360	22
rxn19127	aldose-6-phosphate reductase (NADPH)	1	2.900	4.470	2.360	22
rxn19140	allantoinase	3	-3.720	-13.280	7.250	-1
rxn19141	allantoinase	3	-3.720	-13.280	7.250	-1
rxn19142	allene-oxide cyclase	5	-53.370	-25.440	-21.020	-1
rxn19144	allyl-alcohol:NADP+ oxidoreductase	1	3.670	4.890	6.250	22
rxn19149	AMACETOXID-RXN.p	1	-21.560	-22.970	-21.380	34
rxn19157	AMINEPHEN-RXN.p	1	-24.020	-22.570	-16.840	34
rxn19159	(2R,3R)-3-methylornithine synthase	5	-1.810	0.030	1.080	-1
rxn19161	ABAL dehydrogenase	1	-9.800	-10.950	-5.010	-1
rxn19174	D-arabinonate hydro-lyase	4	-8.170	-10.010	-12.420	39
rxn19180	L-arginine carboxy-lyase (agmatine-forming)	4	-3.090	-0.830	-6.750	-1
rxn19181	canavanase	3	-3.900	-7.000	-6.860	33
rxn19208	L-asparaginase	3	-4.720	-4.010	-3.930	-1
rxn19217	BADH	1	-9.800	-8.290	-2.210	38
rxn19218	BADH	1	-9.800	-8.290	-2.210	38
rxn19219	BADH	1	-9.800	-8.290	-2.210	38
rxn19224	benzaldehyde:NAD+ oxidoreductase	1	-9.800	-8.670	-11.100	39
rxn19225	benzoic acid 4-hydroxylase	1	-95.830	-105.970	-95.900	27
rxn19239	blasticidin-S deaminase	3	-5.140	-5.050	-4.730	-1
rxn19240	Isoleucine transaminase	2	-0.000	-1.340	-4.130	-1
rxn19241	branched-chain-amino-acid transaminase	2	-0.000	0.070	-0.300	16
rxn19242	Valine transaminase	2	-0.000	0.510	1.860	-1
rxn19253	L-arogenate hydro-lyase (decarboxylating)	4	-29.070	-19.050	5.280	-1
rxn19259	carnitine O-acetyltransferase	2	-3.610	-0.290	-1.570	-1
rxn19260	carnitine O-acetyltransferase	2	-3.610	-0.290	-1.570	-1
rxn19261	carnosine-homocarnosine synthetase	6	-6.350	-7.330	-4.750	-1
rxn19263	carveol dehydrogenase	1	0.750	-0.280	7.780	-1
rxn19264	CAT	1	-45.360	-46.060	-46.540	-1
rxn19276	CDPKIN-RXN.n	2	0.000	-0.270	-0.000	16
rxn19309	chorismate mutase	5	-16.680	-11.440	-30.450	-1
rxn19316	citrate condensing enzyme	2;4	-8.920	-8.600	8.330	9
rxn19327	CK-MM	2	1.930	3.250	3.150	-1
rxn19338	2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)	3	-17.260	-7.680	-19.880	-1
rxn19339	2',3'-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)	3	-17.260	-7.690	-19.870	-1
rxn19340	2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm)	3	-17.260	-7.680	-19.880	-1
rxn19341	2',3'-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)	3	-17.260	-7.830	-17.350	-1
rxn19347	cystathionine L-homocysteine-lyase (deaminating)	4	-1.830	0.850	0.400	-1
rxn19368	aspartic oxidase	1	-23.020	-23.570	-23.870	34
rxn19384	DADPKIN-RXN.n	2	0.000	0.740	0.000	17
rxn19449	DCDPKIN-RXN.n	2	-0.000	1.020	0.010	17
rxn19465	DGDPKIN-RXN.n	2	-0.000	0.610	0.010	17
rxn19466	ATP:2,3-dihydroxybenzoate adenylyltransferase	2	-11.130	278.670	34.110	-1
rxn19487	dihydrodipicolinic acid synthase	4	-30.870	-29.550	-41.640	-1
rxn19488	7,8-dihydrofolate synthetase	6	-6.350	-3.950	-2.200	-1
rxn19545	2,3-Dihydroxy-3-methylvalerate dehydratase	4	-6.750	-8.440	-12.070	-1
rxn19568	desulfhydrase	4	-7.780	5.610	-2.160	-1
rxn19641	dTDP-4-dehydrorhamnose 3,5-epimerase	5	0.000	-3.700	-2.350	-1
rxn19642	dTDP-4-keto-L-rhamnose reductase	1	2.300	-0.280	7.420	12
rxn19643	DTDPKIN-RXN.n	2	0.000	0.590	-0.210	17
rxn19645	DUDPKIN-RXN.n	2	0.000	0.290	-0.200	16
rxn19646	1-deoxy-D-xylulose-5-phosphate isomeroreductase	1	5.180	4.530	2.100	22
rxn19662	3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA), peroxisomal	4	2.160	-0.180	0.210	11
rxn19663	enoyl-CoA hydratase/isomerase family protein	4	2.160	-0.180	0.210	11
rxn19664	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA), peroxisomal	4	2.160	-0.180	0.210	11
rxn19666	enoyl-CoA hydratase/isomerase family protein	4	2.160	0.250	0.220	-1
rxn19668	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA), peroxisomal	4	2.160	-0.180	0.210	11
rxn19669	enoyl-CoA hydratase/isomerase family protein	4	-2.160	-0.910	0.720	-1
rxn19673	ENZRXN-201-RXN.d	1	-5.220	-5.660	-2.300	-1
rxn19683	fructose diphosphate aldolase	4	4.310	4.800	-0.730	1
rxn19684	hexose diphosphatase	3	7.220	-1.840	-1.410	2
rxn19685	hexose diphosphatase	3	7.220	-1.840	-1.410	2
rxn19689	geranylgeranyl pyrophosphate synthetase	2	-22.530	-18.130	-22.440	35
rxn19690	geranylgeranyl pyrophosphate synthetase	2	-22.530	-18.130	-22.440	35
rxn19691	geranylgeranyl pyrophosphate synthetase	2	-22.530	-18.130	-22.440	35
rxn19714	formaldehyde transketolase	2	-2.660	-4.450	-5.090	-1
rxn19730	farnesyl pyrophosphate synthetase	2	-22.530	-18.130	-22.440	35
rxn19731	fructokinase (phosphorylating)	2	-14.030	-2.810	-2.410	36
rxn19732	5-keto-D-fructose reductase (NADP+)	1;2;3;4;5	5.510	3.800	-12.010	-1
rxn19738	L-fucose isomerase	5	0.860	1.310	1.280	-1
rxn19739	fucokinase	2	-14.030	-0.260	-0.010	-1
rxn19740	(S)-malate hydro-lyase	4	0.610	0.820	0.820	-1
rxn19742	GABA-oxoglutarate aminotransferase	2	-1.000	1.550	1.460	-1
rxn19762	NAD+-dependent glyceraldehyde phosphate dehydrogenase	1	-9.890	1.250	1.850	0
rxn19763	GCVMULTI-RXN.m	1;2	2.090	4.360	5.840	22
rxn19769	GDPKIN-RXN.n	2	0.000	-0.600	0.010	16
rxn19774	WecA	2	-0.000	0.710	0.570	-1
rxn19775	glucose-6-phosphate dehydrogenase	1	-2.000	-2.410	-5.300	-1
rxn19776	adenosine diphosphate glucose pyrophosphorylase	2	1.070	-2.780	-0.360	-1
rxn19794	glucose isomerase	5	-0.890	0.500	0.210	-1
rxn19800	glucosamine kinase	2	-14.030	-2.040	-2.910	36
rxn19801	glucosamine acetyltransferase	2	-5.290	-5.170	-5.450	41
rxn19804	glucosamine-phosphate N-acetyltransferase	2	-5.290	-5.460	-5.960	41
rxn19806	glucosamine-phosphate N-acetyltransferase	2	-5.290	-5.460	-5.960	41
rxn19808	glucosamine-phosphate N-acetyltransferase	2	-5.290	-5.460	-5.960	41
rxn19814	D-glucose-6-phosphate phosphohydrolase	3	7.220	-3.200	-2.960	2
rxn19825	glutaconyl coenzyme A decarboxylase	4;7	-4.900	-3.780	0.370	-1
rxn19827	L-glutamate:NAD+ oxidoreductase (deaminating)	1	8.690	8.710	9.220	18
rxn19830	GLUTAMIDOTRANS-RXN.d	2;4	-25.530	58.350	-3.010	-1
rxn19831	L-glutaminase	3;6	-4.720	-2.820	-2.780	31
rxn19834	glutamine phenylacetyltransferase	2	-5.290	-4.920	-1.730	-1
rxn19835	glutamate-ammonia ligase	6	-2.090	-3.340	-3.620	25
rxn19836	glutamate-ammonia ligase	6	-2.090	-3.340	-3.620	25
rxn19841	glutathione-disulfide reductase	1	21.970	3.700	4.110	-1
rxn19842	glutathione-disulfide reductase	1	21.970	3.700	4.110	-1
rxn19849	D-glycerate dehydrogenase	1	6.220	7.450	7.520	22
rxn19855	arginine-glycine transamidinase	2	0.000	-0.080	-0.070	16
rxn19858	glycine-taurine N-acyltransferase	2	-5.290	-5.470	-13.250	-1
rxn19870	threonine aldolase	2	0.050	-2.480	1.700	-1
rxn19871	phosphoglycolate hydrolase	3	7.220	-7.410	-6.880	2
rxn19872	dimethylallyltranstransferase	2	-22.530	-17.840	-21.240	35
rxn19878	GUANOSINEKIN-RXN.m	2	-14.030	-4.820	-3.400	36
rxn19892	Histidinal dehydrogenase	1	-9.800	-6.360	-2.280	-1
rxn19896	Histidinol dehydrogenase	1	5.220	4.850	3.660	22
rxn19905	homoserine kinase	2	-14.030	-8.110	-4.080	-1
rxn19924	D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate hydro-lyase	4	-10.630	-9.860	-20.330	-1
rxn19930	IMP dehydrogenase	1	1.580	4.750	1.400	-1
rxn19933	inosine kinase (phosphorylating)	2	-14.030	-4.870	-3.430	36
rxn19935	isopentenylpyrophosphate isomerase	5	0.660	-1.170	-1.180	-1
rxn19936	isopentenylpyrophosphate isomerase	5	0.660	-1.170	-1.180	-1
rxn19940	MenF	5	0.000	0.230	0.240	16
rxn19941	isocitrate glyoxylate-lyase	4	5.020	1.950	2.010	-1
rxn19942	IDP1	1	3.130	1.110	1.430	21
rxn19943	IDP1	1	3.130	1.110	1.430	21
