n	rxns	sd_gc	range_gc	sd_eq	range_eq	sd_dgp	range_dgp	empty_dsig
6	rxn01527;rxn05022;rxn37776;rxn37778;rxn38377;rxn38379	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01524;rxn32289;rxn32290	0.000	0.000	0.000	0.000	0.000	0.000	0
5	rxn01523;rxn27425;rxn27426;rxn31100;rxn35447	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01465;rxn27794	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01520;rxn29013;rxn32556	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn01504;rxn27998;rxn30733;rxn32471	0.000	0.000	0.000	0.000	0.000	0.000	0
11	rxn01500;rxn01501;rxn16887;rxn16888;rxn16889;rxn27458;rxn27938;rxn37685	0.000	0.000	0.000	0.000	0.521	1.170	0
5	rxn01490;rxn04185;rxn15607;rxn18989;rxn24021	0.000	0.000	0.000	0.000	0.429	0.940	0
2	rxn01489;rxn27520	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01482;rxn15297;rxn27522	0.000	0.000	0.028	0.060	0.000	0.000	0
5	rxn01480;rxn15510;rxn32099;rxn32100;rxn35544	0.000	0.000	0.059	0.120	0.069	0.140	0
3	rxn01476;rxn19017;rxn19018	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01473;rxn04136;rxn37997	0.000	0.000	0.000	0.000	0.118	0.250	0
3	rxn01471;rxn14215;rxn16528	0.000	0.000	0.000	0.000	1.164	2.470	0
5	rxn01522;rxn31766;rxn31767;rxn31776;rxn31779	0.000	0.000	0.000	0.000	0.000	0.000	0
5	rxn02008;rxn10543;rxn16437;rxn40420;rxn40434	0.000	0.000	0.351	0.910	6.534	18.720	0
3	rxn02006;rxn39717;rxn39733	0.000	0.000	1.728	3.670	1.445	3.070	0
17	rxn02002;rxn02003;rxn02437;rxn02438;rxn02439;rxn02440;rxn03957;rxn03962	0.000	0.000	1.192	3.710	3.097	11.340	0
5	rxn01999;rxn03066;rxn03122;rxn16666;rxn40254	0.000	0.000	1.797	3.740	0.747	2.070	0
9	rxn01995;rxn02406;rxn02425;rxn03433;rxn15401;rxn31836;rxn31838;rxn35543	0.000	0.000	0.235	0.600	2.739	11.040	0
2	rxn01993;rxn16398	0.000	0.000	0.580	1.160	0.675	1.350	0
2	rxn01987;rxn02401	0.000	0.000	0.570	1.140	0.000	0.000	0
3	rxn01971;rxn30180;rxn39359	0.000	0.000	0.000	0.000	0.000	0.000	0
7	rxn01966;rxn04020;rxn05026;rxn15359;rxn15360;rxn15550;rxn39802	0.000	0.000	0.969	3.280	0.838	1.860	0
8	rxn01738;rxn02451;rxn33454;rxn33456;rxn33468;rxn33683;rxn34773;rxn37930	0.000	0.000	0.169	0.390	0.000	0.000	0
2	rxn01957;rxn35319	0.000	0.000	3.595	7.190	4.705	9.410	0
4	rxn01942;rxn11966;rxn32676;rxn32679	0.000	0.000	0.000	0.000	0.338	0.780	0
19	rxn01937;rxn01943;rxn01944;rxn02364;rxn02365;rxn02853;rxn03340;rxn03341	0.000	0.000	0.072	0.230	1.425	4.340	0
3	rxn01931;rxn31807;rxn31808	0.000	0.000	0.000	0.000	0.000	0.000	0
11	rxn01918;rxn02107;rxn03915;rxn03921;rxn03934;rxn04723;rxn04727;rxn04744	0.000	0.000	0.128	0.500	1.457	4.210	0
2	rxn01916;rxn11961	0.000	0.000	1.005	2.010	0.000	0.000	0
2	rxn01911;rxn01912	0.000	0.000	0.000	0.000	0.290	0.580	0
2	rxn01907;rxn31746	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01904;rxn23164	0.000	0.000	0.000	0.000	0.050	0.100	0
7	rxn01902;rxn01938;rxn01939;rxn02996;rxn16863;rxn24403;rxn26743	0.000	0.000	0.005	0.010	5.560	11.690	0
4	rxn01964;rxn29936;rxn31096;rxn33994	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn02135;rxn32333	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn02134;rxn17753;rxn17754;rxn31436	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn02129;rxn02341	0.000	0.000	0.120	0.240	0.085	0.170	0
4	rxn02128;rxn03047;rxn12510;rxn16217	0.000	0.000	0.304	0.750	0.063	0.160	0
2	rxn02118;rxn02415	0.000	0.000	0.005	0.010	0.000	0.000	0
2	rxn02113;rxn15383	0.000	0.000	0.200	0.400	2.710	5.420	0
4	rxn02110;rxn02111;rxn15382;rxn39372	0.000	0.000	0.000	0.000	1.044	2.410	0
2	rxn02102;rxn02103	0.000	0.000	0.000	0.000	0.290	0.580	0
4	rxn02100;rxn02174;rxn07495;rxn32924	0.000	0.000	0.229	0.530	0.967	2.360	0
7	rxn00001;rxn27946;rxn27947;rxn27948;rxn32487;rxn38157;rxn38158	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn02013;rxn02498	0.000	0.000	0.000	0.000	0.505	1.010	0
2	rxn02082;rxn02592	0.000	0.000	0.075	0.150	5.740	11.480	0
2	rxn02075;rxn15378	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn02073;rxn02095;rxn04943;rxn05085	0.000	0.000	0.467	1.300	0.746	1.880	0
6	rxn02067;rxn02642;rxn13952;rxn25080;rxn25081;rxn27287	0.000	0.000	0.000	0.000	0.005	0.010	0
2	rxn02065;rxn39302	0.000	0.000	0.070	0.140	1.020	2.040	0
2	rxn02055;rxn27288	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn02034;rxn02035;rxn03256;rxn03310	0.000	0.000	0.000	0.000	2.284	5.780	0
2	rxn02032;rxn02546	0.000	0.000	0.005	0.010	0.005	0.010	0
2	rxn02031;rxn02545	0.000	0.000	0.000	0.000	0.290	0.580	0
2	rxn02029;rxn15368	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn02087;rxn03346;rxn21212;rxn21216	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn01795;rxn03024;rxn03029;rxn03143	0.000	0.000	0.250	0.500	0.394	1.100	0
26	rxn01793;rxn01794;rxn02890;rxn03000;rxn03001;rxn03008;rxn03017;rxn03292	0.000	0.000	0.000	0.000	4.304	15.880	0
3	rxn01791;rxn16218;rxn35352	0.000	0.000	0.354	0.750	0.005	0.010	0
4	rxn01790;rxn30146;rxn35353;rxn37906	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01786;rxn04135	0.000	0.000	0.000	0.000	0.540	1.080	0
2	rxn01783;rxn32683	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01780;rxn02344	0.000	0.000	0.125	0.250	0.070	0.140	0
6	rxn01770;rxn03223;rxn33059;rxn33060;rxn33064;rxn33065	0.000	0.000	0.019	0.050	0.011	0.030	0
6	rxn01767;rxn02602;rxn05073;rxn07783;rxn07786;rxn15670	0.000	0.000	0.014	0.030	0.740	1.570	0
15	rxn01889;rxn03402;rxn03482;rxn11513;rxn15348;rxn15349;rxn15505;rxn15506	0.000	0.000	0.603	1.640	2.815	7.560	0
6	rxn01761;rxn02263;rxn15337;rxn15338;rxn19738;rxn20777	0.000	0.000	0.428	1.040	0.580	1.230	0
4	rxn01760;rxn15335;rxn15336;rxn20659	0.000	0.000	0.200	0.400	0.000	0.000	0
4	rxn01757;rxn28201;rxn28202;rxn33740	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn01753;rxn01828;rxn02172;rxn19174	0.000	0.000	0.000	0.000	0.747	1.980	0
3	rxn01752;rxn01830;rxn01959	0.000	0.000	0.000	0.000	0.689	1.620	0
7	rxn01748;rxn15333;rxn15334;rxn19140;rxn19141;rxn30607;rxn35435	0.000	0.000	0.000	0.000	3.301	6.670	0
2	rxn01747;rxn33359	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01746;rxn30606;rxn35433	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01740;rxn04662;rxn27110	0.000	0.000	0.000	0.000	0.273	0.580	0
5	rxn01739;rxn32794;rxn38708;rxn38709;rxn38710	0.000	0.000	0.000	0.000	0.000	0.000	0
5	rxn01762;rxn15339;rxn15340;rxn22467;rxn40307	0.000	0.000	0.196	0.400	0.668	1.670	0
3	rxn01887;rxn14054;rxn14089	0.000	0.000	1.164	2.470	0.631	1.510	0
4	rxn01886;rxn02026;rxn02389;rxn32079	0.000	0.000	0.613	1.460	2.746	7.500	0
2	rxn01884;rxn14134	0.000	0.000	0.005	0.010	0.290	0.580	0
7	rxn01880;rxn01941;rxn02018;rxn02513;rxn03112;rxn03113;rxn03131	0.000	0.000	3.636	10.200	2.597	8.640	0
2	rxn01876;rxn19568	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01875;rxn32702	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01874;rxn33606	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn01870;rxn25046;rxn28406;rxn38459	0.000	0.000	0.000	0.000	0.000	0.000	0
8	rxn01867;rxn01868;rxn19217;rxn19218;rxn19219;rxn27728;rxn33130;rxn33145	0.000	0.000	0.000	0.000	0.281	0.580	0
2	rxn01855;rxn02999	0.000	0.000	0.000	0.000	0.110	0.220	0
2	rxn01804;rxn01805	0.000	0.000	0.000	0.000	2.285	4.570	0
4	rxn01836;rxn03345;rxn21211;rxn21214	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn01834;rxn33394;rxn38131;rxn38132	0.000	0.000	0.000	0.000	0.000	0.000	0
5	rxn01833;rxn19149;rxn29982;rxn33386;rxn35209	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn01832;rxn26077;rxn26078;rxn26144	0.000	0.000	0.000	0.000	0.251	0.580	0
4	rxn01827;rxn32483;rxn32486;rxn37995	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01825;rxn32545;rxn32572	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01821;rxn01823;rxn39501	0.000	0.000	0.108	0.230	0.246	0.580	0
2	rxn01820;rxn01822	0.000	0.000	0.000	0.000	0.290	0.580	0
2	rxn01812;rxn16480	0.000	0.000	0.200	0.400	1.005	2.010	0
4	rxn01809;rxn02038;rxn03198;rxn03317	0.000	0.000	0.173	0.400	2.490	5.750	0
2	rxn01837;rxn02833	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn00970;rxn01039;rxn31419	0.000	0.000	0.698	1.480	0.000	0.000	0
6	rxn00965;rxn05023;rxn07671;rxn25493;rxn25494;rxn32233	0.000	0.000	0.092	0.270	1.254	2.600	0
8	rxn00961;rxn00963;rxn01190;rxn01191;rxn01863;rxn01864;rxn12746;rxn24314	0.000	0.000	0.008	0.020	3.706	8.440	0
24	rxn00960;rxn00962;rxn01694;rxn01695;rxn01716;rxn01765;rxn01945;rxn02214	0.000	0.000	0.275	1.350	1.681	8.430	0
16	rxn00957;rxn00958;rxn01032;rxn01033;rxn03550;rxn03584;rxn03601;rxn03935	0.000	0.000	0.607	1.780	0.306	0.920	0
3	rxn00956;rxn15168;rxn39282	0.000	0.000	0.000	0.000	0.665	1.410	0
4	rxn00953;rxn15167;rxn30635;rxn32102	0.000	0.000	0.000	0.000	1.265	2.530	0
2	rxn00952;rxn35281	0.000	0.000	0.000	0.000	0.000	0.000	0
8	rxn00950;rxn15166;rxn19347;rxn30001;rxn30363;rxn30634;rxn33157;rxn35282	0.000	0.000	0.000	0.000	1.096	2.530	0
15	rxn01401;rxn02752;rxn13388;rxn15944;rxn15945;rxn15946;rxn17248;rxn20599	0.000	0.000	0.482	1.560	0.529	1.460	0
15	rxn00946;rxn02679;rxn02720;rxn02803;rxn03251;rxn03253;rxn04752;rxn07724	0.000	0.000	0.162	0.480	0.755	2.160	0
9	rxn00945;rxn02678;rxn02719;rxn02802;rxn03252;rxn03622;rxn25652;rxn38808	0.000	0.000	0.148	0.470	5.915	19.320	0
5	rxn00941;rxn01265;rxn30169;rxn31944;rxn31946	0.000	0.000	1.160	2.900	3.312	8.280	0
2	rxn00939;rxn01262	0.000	0.000	0.420	0.840	0.600	1.200	0
11	rxn00938;rxn01669;rxn03869;rxn07596;rxn30040;rxn30041;rxn30187;rxn30414	0.000	0.000	1.356	4.620	0.859	1.930	0
2	rxn00936;rxn15163	0.000	0.000	0.140	0.280	0.000	0.000	0
6	rxn00929;rxn00931;rxn28114;rxn28115;rxn38909;rxn38910	0.000	0.000	0.000	0.000	0.295	0.590	0
6	rxn00928;rxn00930;rxn01578;rxn01579;rxn37012;rxn37013	0.000	0.000	0.172	0.370	0.290	0.580	0
2	rxn00926;rxn29986	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn00925;rxn02798	0.000	0.000	0.340	0.680	0.000	0.000	0
4	rxn00948;rxn02297;rxn27106;rxn27107	0.000	0.000	0.797	1.840	1.918	4.430	0
4	rxn01058;rxn01062;rxn26967;rxn38682	0.000	0.000	0.000	0.000	0.255	0.590	0
4	rxn01053;rxn01273;rxn30087;rxn33559	0.000	0.000	1.120	2.240	0.475	0.950	0
4	rxn01050;rxn01110;rxn15197;rxn15198	0.000	0.000	0.913	2.200	0.554	1.280	0
2	rxn01048;rxn19714	0.000	0.000	0.000	0.000	0.000	0.000	0
9	rxn01044;rxn01152;rxn01292;rxn15191;rxn15192;rxn15227;rxn31896;rxn31899	0.000	0.000	2.315	7.320	0.185	0.420	0
8	rxn01043;rxn01290;rxn01291;rxn15189;rxn15190;rxn16319;rxn16320;rxn16321	0.000	0.000	1.052	2.430	2.619	6.590	0
6	rxn01041;rxn01042;rxn15185;rxn15186;rxn15187;rxn15188	0.000	0.000	0.000	0.000	0.295	0.590	0
2	rxn01031;rxn02327	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01027;rxn01028;rxn37706	0.000	0.000	0.000	0.000	0.481	1.020	0
3	rxn01022;rxn01138;rxn30188	0.000	0.000	0.339	0.720	0.387	0.820	0
7	rxn00973;rxn15171;rxn15172;rxn30082;rxn31222;rxn34190;rxn35518	0.000	0.000	0.153	0.310	0.000	0.000	0
7	rxn01017;rxn01019;rxn01020;rxn05012;rxn14372;rxn20493;rxn28051	0.000	0.000	2.993	6.930	0.247	0.860	0
7	rxn01011;rxn01013;rxn19849;rxn27900;rxn27943;rxn32531;rxn38885	0.000	0.000	0.005	0.010	0.287	0.580	0
6	rxn01007;rxn01910;rxn27409;rxn27410;rxn32977;rxn32978	0.000	0.000	0.101	0.270	0.112	0.300	0
6	rxn01003;rxn01450;rxn02396;rxn03328;rxn18925;rxn20539	0.000	0.000	5.988	17.740	0.041	0.110	0
6	rxn01001;rxn30444;rxn30445;rxn33389;rxn33390;rxn38254	0.000	0.000	1.208	3.600	0.230	0.550	0
3	rxn01000;rxn28085;rxn33346	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn00999;rxn33629;rxn38313;rxn38314	0.000	0.000	0.000	0.000	0.000	0.000	0
10	rxn00992;rxn01451;rxn01452;rxn01453;rxn03861;rxn20475;rxn27455;rxn27539	0.000	0.000	0.744	1.700	0.880	2.570	0
2	rxn00991;rxn27937	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn00979;rxn31785	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01018;rxn27725;rxn35448	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn00872;rxn31412	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn00869;rxn00870;rxn00944;rxn34627	0.000	0.000	0.611	1.410	0.251	0.580	0
5	rxn00868;rxn16586;rxn23000;rxn38807;rxn38810	0.000	0.000	0.000	0.000	0.284	0.580	0
2	rxn00867;rxn30486	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn00863;rxn19892	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn00859;rxn28381	0.000	0.000	0.000	0.000	0.000	0.000	0
7	rxn00854;rxn01478;rxn01565;rxn01717;rxn02083;rxn28108;rxn32327	0.000	0.000	0.379	0.840	0.266	0.640	0
15	rxn00852;rxn02250;rxn02826;rxn03639;rxn04571;rxn05124;rxn20637;rxn20638	0.000	0.000	0.180	0.390	0.610	1.460	0
7	rxn00851;rxn02286;rxn03141;rxn13802;rxn31784;rxn38070;rxn39472	0.000	0.000	0.381	0.870	5.556	13.280	0
14	rxn00923;rxn00967;rxn01697;rxn02074;rxn02117;rxn02217;rxn02815;rxn04022	0.000	0.000	0.321	1.350	0.620	1.580	0
2	rxn00843;rxn00844	0.000	0.000	0.000	0.000	0.290	0.580	0
2	rxn00838;rxn27686	0.000	0.000	0.000	0.000	0.000	0.000	0
8	rxn00836;rxn00915;rxn32920;rxn32921;rxn32923;rxn32967;rxn32968;rxn32969	0.000	0.000	0.155	0.470	0.172	0.520	0
3	rxn00834;rxn19930;rxn27944	0.000	0.000	0.000	0.000	0.000	0.000	0
11	rxn00833;rxn01226;rxn01299;rxn01683;rxn14263;rxn15147;rxn15229;rxn15248	0.000	0.000	1.769	5.460	2.113	5.880	0
3	rxn00832;rxn27945;rxn30710	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn00830;rxn19935;rxn19936	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn00829;rxn40324	0.000	0.000	0.550	1.100	0.040	0.080	0
8	rxn00827;rxn02943;rxn15145;rxn15146;rxn16684;rxn22648;rxn25964;rxn25965	0.000	0.000	0.039	0.130	5.189	12.360	0
8	rxn00819;rxn02093;rxn15142;rxn15143;rxn15379;rxn15380;rxn34772;rxn34777	0.000	0.000	1.222	3.690	1.195	2.390	0
3	rxn00848;rxn01253;rxn33135	0.000	0.000	0.240	0.510	0.255	0.540	0
2	rxn00921;rxn01356	0.000	0.000	0.000	0.000	0.005	0.010	0
4	rxn00917;rxn27918;rxn38133;rxn38134	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn00916;rxn27919;rxn30076;rxn35441	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn00912;rxn17749;rxn30578	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn00910;rxn04954;rxn17243;rxn30157	0.000	0.000	0.005	0.010	0.295	0.590	0
4	rxn00908;rxn19763;rxn30025;rxn30388	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn00906;rxn00907;rxn30158;rxn31886	0.000	0.000	0.000	0.000	0.290	0.580	0
2	rxn00904;rxn29946	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn00903;rxn19242;rxn27739;rxn38055	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn00902;rxn30151	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn00875;rxn00990	0.000	0.000	0.130	0.260	0.865	1.730	0
7	rxn00899;rxn02269;rxn17744;rxn27481;rxn27533;rxn37658;rxn39381	0.000	0.000	0.000	0.000	0.000	0.000	0
5	rxn00898;rxn15467;rxn30367;rxn32553;rxn35527	0.000	0.000	0.000	0.000	0.686	1.400	0
21	rxn00895;rxn01483;rxn03638;rxn11409;rxn15158;rxn16683;rxn16713;rxn19801	0.000	0.000	0.630	2.120	0.343	1.350	0
2	rxn00894;rxn15157	0.000	0.000	0.140	0.280	0.000	0.000	0
3	rxn00893;rxn15156;rxn20228	0.000	0.000	0.132	0.280	0.000	0.000	0
10	rxn00891;rxn01484;rxn03146;rxn03504;rxn15154;rxn15849;rxn15855;rxn16494	0.000	0.000	0.654	2.170	2.200	8.340	0
2	rxn00889;rxn29960	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn00884;rxn00885;rxn00886;rxn16413	0.000	0.000	0.139	0.320	2.477	6.530	0
4	rxn00880;rxn15151;rxn33148;rxn33155	0.000	0.000	0.078	0.180	0.000	0.000	0
8	rxn00879;rxn02500;rxn02501;rxn04447;rxn16798;rxn16800;rxn16801;rxn40297	0.000	0.000	0.582	1.940	2.230	5.730	0
3	rxn00901;rxn01045;rxn30554	0.000	0.000	0.000	0.000	0.278	0.590	0
8	rxn01310;rxn04933;rxn15658;rxn15659;rxn22376;rxn32127;rxn32200;rxn34768	0.000	0.000	0.145	0.410	3.599	12.440	0
3	rxn01306;rxn01307;rxn18927	0.000	0.000	0.547	1.160	0.231	0.490	0
2	rxn01304;rxn33981	0.000	0.000	0.000	0.000	0.000	0.000	0
11	rxn01301;rxn01302;rxn03955;rxn03956;rxn07873;rxn07874;rxn24382;rxn27932	0.000	0.000	0.229	0.480	0.404	1.390	0
2	rxn01298;rxn31882	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01297;rxn32917	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01294;rxn01933	0.000	0.000	0.075	0.150	1.665	3.330	0
9	rxn01293;rxn02887;rxn03547;rxn03583;rxn03594;rxn03649;rxn04736;rxn31891	0.000	0.000	0.875	2.790	0.785	2.510	0
2	rxn01283;rxn01284	0.000	0.000	0.000	0.000	0.295	0.590	0
3	rxn01063;rxn03007;rxn03973	0.000	0.000	0.000	0.000	7.476	16.560	0
6	rxn01277;rxn01474;rxn01475;rxn14148;rxn15834;rxn15835	0.000	0.000	0.437	1.390	0.810	2.180	0
3	rxn01274;rxn30389;rxn33079	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01270;rxn37694	0.000	0.000	0.000	0.000	0.000	0.000	0
5	rxn01268;rxn01269;rxn28086;rxn31750;rxn33078	0.000	0.000	0.000	0.000	0.289	0.590	0
2	rxn01258;rxn19940	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01257;rxn20498;rxn20499	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01256;rxn19309;rxn33299	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01255;rxn32460	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01249;rxn38275	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn01241;rxn27791;rxn27792;rxn38078	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01280;rxn01281;rxn34233	0.000	0.000	0.000	0.000	0.273	0.580	0
2	rxn01398;rxn01808	0.000	0.000	0.595	1.190	0.235	0.470	0
3	rxn01388;rxn15280;rxn15281	0.000	0.000	0.146	0.310	0.000	0.000	0
10	rxn01387;rxn03324;rxn15278;rxn15279;rxn25947;rxn25948;rxn30142;rxn30393	0.000	0.000	0.152	0.310	1.008	2.520	0
3	rxn01386;rxn01394;rxn15277	0.000	0.000	0.430	0.950	0.391	0.830	0
15	rxn01383;rxn01385;rxn01391;rxn01392;rxn01764;rxn03883;rxn04064;rxn04932	0.000	0.000	2.420	9.730	1.987	7.590	0
2	rxn01376;rxn14078	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01375;rxn28163	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01371;rxn19327	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01363;rxn04661	0.000	0.000	0.000	0.000	0.290	0.580	0
3	rxn01362;rxn28053;rxn38243	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01316;rxn15254;rxn15255	0.000	0.000	0.028	0.060	0.000	0.000	0
2	rxn01359;rxn01361	0.000	0.000	0.005	0.010	0.295	0.590	0
5	rxn01358;rxn01548;rxn01684;rxn16511;rxn30189	0.000	0.000	0.688	1.920	2.343	6.160	0
2	rxn01355;rxn20619	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01341;rxn12159	0.000	0.000	0.200	0.400	0.760	1.520	0
4	rxn01337;rxn01586;rxn02385;rxn16758	0.000	0.000	0.173	0.400	0.777	1.880	0
19	rxn01336;rxn01338;rxn01688;rxn01689;rxn01692;rxn01693;rxn02446;rxn02447	0.000	0.000	0.511	1.350	0.731	2.820	0
5	rxn01333;rxn15751;rxn29919;rxn33316;rxn33318	0.000	0.000	0.000	0.000	1.452	3.630	0
5	rxn01332;rxn30366;rxn30649;rxn32105;rxn38069	0.000	0.000	0.000	0.000	0.000	0.000	0
6	rxn01329;rxn01505;rxn30177;rxn32446;rxn32450;rxn33502	0.000	0.000	0.631	1.460	0.762	1.760	0
3	rxn01322;rxn15266;rxn15267	0.000	0.000	0.028	0.060	3.776	8.010	0
5	rxn01360;rxn27812;rxn27813;rxn35450;rxn38082	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn01126;rxn32704;rxn32706;rxn40215	0.000	0.000	0.875	2.020	0.325	0.750	0
2	rxn01124;rxn14150	0.000	0.000	0.820	1.640	0.885	1.770	0
17	rxn01121;rxn01122;rxn01477;rxn02173;rxn02617;rxn02676;rxn03885;rxn03887	0.000	0.000	0.739	2.500	1.363	5.980	0
3	rxn01117;rxn08113;rxn39904	0.000	0.000	0.509	1.080	3.530	7.800	0
12	rxn01115;rxn11040;rxn27624;rxn27625;rxn33304;rxn33323;rxn33499;rxn33549	0.000	0.000	0.000	0.000	0.295	0.590	0
7	rxn01114;rxn01199;rxn01389;rxn01763;rxn15219;rxn32114;rxn32122	0.000	0.000	1.798	5.110	1.252	4.030	0
11	rxn01112;rxn01113;rxn01276;rxn01278;rxn01857;rxn03953;rxn03954;rxn04056	0.000	0.000	0.882	2.870	2.509	6.490	0
2	rxn01107;rxn40356	0.000	0.000	1.345	2.690	1.475	2.950	0
4	rxn01104;rxn01282;rxn02790;rxn04036	0.000	0.000	0.958	2.570	1.921	5.160	0
7	rxn01225;rxn30031;rxn33243;rxn33245;rxn33250;rxn33251;rxn33256	0.000	0.000	0.000	0.000	0.000	0.000	0
4	rxn01101;rxn20523;rxn28059;rxn31801	0.000	0.000	0.000	0.000	0.000	0.000	0
6	rxn01094;rxn38072;rxn38073;rxn38074;rxn38075;rxn38076	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01093;rxn19466	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01082;rxn15215	0.000	0.000	0.085	0.170	0.000	0.000	0
2	rxn01081;rxn15214	0.000	0.000	0.085	0.170	0.000	0.000	0
7	rxn01079;rxn01776;rxn01777;rxn07491;rxn15212;rxn15697;rxn32560	0.000	0.000	0.103	0.260	0.748	1.740	0
3	rxn01069;rxn29012;rxn31088	0.000	0.000	0.000	0.000	0.000	0.000	0
3	rxn01068;rxn33041;rxn33043	0.000	0.000	0.000	0.000	0.000	0.000	0
7	rxn01067;rxn03499;rxn04987;rxn04988;rxn14164;rxn14303;rxn14327	0.000	0.000	0.000	0.000	0.231	0.660	0
3	rxn01065;rxn15207;rxn15208	0.000	0.000	0.193	0.410	0.000	0.000	0
2	rxn01103;rxn34191	0.000	0.000	0.000	0.000	0.000	0.000	0
10	rxn01217;rxn01368;rxn01800;rxn02694;rxn19239;rxn30003;rxn30007;rxn30074	0.000	0.000	0.806	2.050	0.377	1.010	0
47	rxn01213;rxn01214;rxn01466;rxn01486;rxn03843;rxn03891;rxn03892;rxn05028	0.000	0.000	0.081	0.290	11.024	45.670	0
3	rxn01212;rxn02109;rxn39371	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01211;rxn30160	0.000	0.000	0.000	0.000	0.000	0.000	0
9	rxn01201;rxn01781;rxn02066;rxn02235;rxn02742;rxn03546;rxn03595;rxn16141	0.000	0.000	2.155	5.980	0.934	3.310	0
3	rxn01200;rxn15228;rxn27495	0.000	0.000	0.000	0.000	0.000	0.000	0
2	rxn01197;rxn03606	0.000	0.000	0.190	0.380	0.810	1.620	0
2	rxn01184;rxn35431	0.000	0.000	0.000	0.000	0.000	0.000	0
6	rxn01183;rxn01428;rxn01718;rxn16115;rxn16116;rxn16117	0.000	0.000	0.082	0.230	0.749	2.080	0
11	rxn01182;rxn01427;rxn01571;rxn01590;rxn01613;rxn04437;rxn30362;rxn33539	0.000	0.000	0.477	1.550	0.010	0.020	0
3	rxn01133;rxn15223;rxn15224	0.000	0.000	0.019	0.040	0.000	0.000	0
